RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,vote_choice_undecided,approve_trump,approve_biden,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region
7096,2,2,True,1.0,,True,False,True,1.0,1,,2,8,39,,False,1,2,51,0.55696094076,1.0,1.0,1.0,2.0,1,False,2,3
7111,2,2,True,2.0,,False,False,False,1.0,2,,1,8,45,,False,3,2,13,1.31190761988,2.0,2.0,2.0,2.0,3,False,2,3
7123,2,2,True,2.0,,True,False,True,1.0,3,1.0,2,4,48,,True,4,1,25,1.4787328113,1.0,1.0,3.0,2.0,4,True,2,1
7130,2,2,True,1.0,,False,False,False,3.0,4,1.0,3,4,36,,False,1,1,34,1.09209328505,1.0,1.0,1.0,2.0,1,True,2,1
7169,2,2,False,,,False,False,False,,1,,2,6,99,3.0,True,1,1,12,1.21437944262,,,1.0,3.0,4,True,2,3
7217,2,2,True,1.0,3.0,False,False,False,2.0,3,1.0,2,7,54,,False,1,1,12,0.4662379581,6.0,3.0,3.0,2.0,1,True,2,3
7265,2,1,True,1.0,,False,False,False,3.0,2,,1,8,51,,False,3,1,13,1.17913277248,2.0,2.0,2.0,2.0,3,True,2,3
7271,2,3,True,1.0,,True,False,True,1.0,1,,3,5,32,,False,1,1,12,1.454015253,1.0,1.0,1.0,1.0,1,True,2,3
7292,2,2,True,1.0,,False,False,True,2.0,4,2.0,3,5,40,,False,1,2,42,0.849478998049998,2.0,2.0,2.0,2.0,1,False,2,1
7326,1,3,True,1.0,1.0,False,False,False,3.0,2,,1,3,82,,False,2,2,37,1.4946189899,6.0,1.0,2.0,3.0,2,False,1,3
7357,1,2,True,1.0,,True,False,True,1.0,1,,2,5,90,,False,1,2,51,0.9978493485,1.0,1.0,1.0,3.0,1,False,2,3
7377,2,1,True,1.0,,False,True,True,3.0,2,,1,7,54,,False,1,2,42,0.606233761579999,2.0,2.0,2.0,2.0,1,False,2,1
7393,2,2,True,1.0,,False,True,False,1.0,1,,2,7,46,,True,4,1,48,0.821558955120002,1.0,1.0,1.0,2.0,4,True,2,3
7410,1,2,True,1.0,,True,False,True,1.0,1,,2,5,85,,False,1,2,51,0.9978493485,1.0,1.0,1.0,3.0,1,False,2,3
7442,2,9,True,1.0,,True,False,True,1.0,3,1.0,2,5,20,,False,1,2,13,1.5067213427,1.0,1.0,3.0,1.0,1,False,2,3
7461,2,2,True,3.0,3.0,False,False,False,2.0,4,3.0,3,5,22,,False,1,1,36,1.41841097195,6.0,3.0,3.0,1.0,1,True,2,1
7480,2,2,True,1.0,,False,False,True,1.0,2,,3,4,18,,True,2,1,34,1.63798867934,2.0,2.0,2.0,1.0,4,True,2,1
7539,2,1,False,,,False,False,False,,1,,2,6,29,,False,1,2,12,1.61774291532,,,1.0,1.0,1,False,2,3
7566,2,3,True,1.0,1.0,False,False,True,3.0,3,2.0,3,7,30,,False,1,1,13,0.627049722049998,6.0,1.0,3.0,1.0,1,True,2,3
7599,2,2,True,1.0,,False,True,True,1.0,2,,3,3,77,,False,1,1,12,1.28813061042,2.0,2.0,2.0,3.0,1,True,1,3
7706,1,1,True,1.0,,False,False,False,2.0,4,3.0,2,7,59,,False,1,2,50,0.584205082100002,2.0,2.0,3.0,3.0,1,False,2,1
7727,1,2,True,2.0,,False,False,True,2.0,2,,3,8,60,,False,1,2,25,0.651849881080001,2.0,2.0,2.0,3.0,1,False,2,1
7728,2,1,True,1.0,,False,False,False,2.0,4,2.0,1,7,38,,False,1,1,26,0.4677948181,2.0,2.0,2.0,2.0,1,True,2,2
7738,2,2,True,1.0,,False,True,True,1.0,2,,1,7,69,,False,1,1,12,0.55936766782,2.0,2.0,2.0,3.0,1,True,2,3
7746,2,2,True,1.0,,False,True,True,1.0,2,,3,5,61,,False,1,2,12,1.0369806955,2.0,2.0,2.0,3.0,1,False,2,3
7747,2,2,False,,,False,False,False,,1,,2,7,38,,False,3,1,36,1.18841110962,,,1.0,2.0,3,True,2,1
7753,2,1,True,2.0,,False,False,True,3.0,4,3.0,3,3,24,,True,4,1,1,1.4015834139,2.0,2.0,3.0,1.0,4,True,1,3
7770,2,2,True,1.0,,False,False,False,2.0,3,2.0,1,7,22,,False,1,2,26,0.69998752815,2.0,2.0,3.0,1.0,1,False,2,2
7794,2,1,False,,,False,False,False,,3,2.0,2,3,38,,False,2,1,13,1.087376897,,,3.0,2.0,2,True,1,3
7803,2,9,True,2.0,9.0,False,False,False,3.0,9,3.0,4,3,42,,False,1,2,40,1.480101695,8.0,3.0,3.0,2.0,1,False,1,3
7835,2,3,True,1.0,,False,False,True,1.0,4,1.0,3,5,46,,False,2,1,37,0.760208053800002,1.0,1.0,1.0,2.0,2,True,2,3
7844,2,2,True,1.0,,False,False,True,1.0,3,1.0,3,7,69,,False,1,2,12,0.5577706329,1.0,1.0,3.0,3.0,1,False,2,3
7856,1,2,False,,,False,False,False,,2,,3,6,75,,False,1,2,42,1.08612637014,,,2.0,3.0,1,False,2,1
7868,2,2,True,1.0,1.0,False,False,False,3.0,3,1.0,3,3,21,,False,1,1,13,1.03511589315,6.0,1.0,3.0,1.0,1,True,1,3
7886,2,1,True,1.0,,False,True,True,2.0,2,,3,3,67,,False,2,1,12,1.34335238738,2.0,2.0,2.0,3.0,2,True,1,3
7949,1,2,True,2.0,,True,False,True,1.0,1,,3,3,83,,False,1,2,23,1.44445640052,1.0,1.0,1.0,3.0,1,False,1,1
7966,2,2,True,1.0,,False,False,False,2.0,3,2.0,1,7,25,,False,1,2,55,0.69998752815,2.0,2.0,3.0,1.0,1,False,2,2
7972,2,2,True,1.0,,False,False,True,2.0,3,3.0,2,6,72,,False,1,1,20,0.8380996235,1.0,1.0,3.0,3.0,1,True,2,2
8007,2,3,True,1.0,,False,False,False,3.0,3,2.0,1,8,37,,False,1,1,18,0.4677948181,2.0,2.0,3.0,2.0,1,True,2,2
8034,2,3,False,,,False,False,False,,2,,3,3,19,,False,1,1,20,1.15882809194,,,2.0,1.0,1,True,1,2
8041,1,1,True,1.0,,False,True,False,1.0,2,,3,3,57,,False,1,2,9,1.50110174956,2.0,2.0,2.0,3.0,1,False,1,1
8045,2,3,True,1.0,,True,False,True,1.0,4,1.0,2,2,24,,False,9,1,33,1.19844231565,1.0,1.0,1.0,1.0,9,True,1,1
8052,2,3,False,,,False,False,False,,1,,1,3,29,,False,1,1,44,1.16405963472,,,1.0,1.0,1,True,1,1
8069,2,2,True,1.0,,False,False,False,3.0,3,2.0,3,7,26,,False,1,1,44,0.6567675185,2.0,2.0,3.0,1.0,1,True,2,1
8164,1,2,True,2.0,,False,True,False,3.0,3,2.0,3,8,38,,False,1,2,9,0.54332271085,2.0,2.0,3.0,2.0,1,False,2,1
8182,2,2,True,1.0,,True,False,True,1.0,1,,2,4,47,,False,1,1,18,1.12324474374,1.0,1.0,1.0,2.0,1,True,2,2
8217,1,3,True,1.0,,True,False,True,3.0,1,,2,5,49,,False,1,2,23,0.912072187380001,1.0,1.0,1.0,2.0,1,False,2,1
8310,2,2,True,1.0,,False,False,True,3.0,3,2.0,3,7,33,,False,1,1,26,0.62914356385,2.0,2.0,3.0,1.0,1,True,2,2
8324,2,3,True,1.0,,False,False,False,3.0,3,1.0,3,8,37,,False,1,1,48,0.565108962049998,1.0,1.0,3.0,2.0,1,True,2,3
8338,2,1,True,1.0,2.0,False,False,True,3.0,2,,3,6,39,,True,1,2,48,1.48518227842,6.0,2.0,2.0,2.0,4,False,2,3
8367,2,2,True,1.0,,False,False,False,2.0,3,1.0,2,3,54,,False,1,1,39,1.04615932015,1.0,1.0,3.0,2.0,1,True,1,2
8415,2,1,False,,,False,False,False,,4,3.0,3,2,41,,False,2,1,51,1.087376897,,,3.0,2.0,2,True,1,3
8423,2,2,True,1.0,,True,False,True,3.0,1,,2,6,99,2.0,False,9,2,36,1.00820230056,1.0,1.0,1.0,3.0,9,False,2,1
8432,2,2,True,1.0,,False,False,True,3.0,1,,3,7,44,,False,1,1,48,0.606748569780002,1.0,1.0,1.0,2.0,1,True,2,3
8448,2,2,True,2.0,,False,False,True,3.0,1,,3,6,62,,True,5,2,45,1.35112319976,1.0,1.0,1.0,3.0,4,False,2,3
8458,2,2,True,1.0,,False,False,True,3.0,2,,1,3,40,,False,1,2,37,1.29441296648,2.0,2.0,2.0,2.0,1,False,1,3
8476,2,2,True,1.0,,False,True,True,1.0,2,,1,2,59,,False,1,2,42,1.50110174956,2.0,2.0,2.0,3.0,1,False,1,1
8508,2,2,True,1.0,,True,False,True,3.0,1,,2,5,25,,False,1,1,55,1.45887049278,1.0,1.0,1.0,1.0,1,True,2,2
8521,2,2,True,1.0,,False,True,True,1.0,2,,1,7,35,,False,1,1,34,0.54487837836,2.0,2.0,2.0,2.0,1,True,2,1
8528,2,2,False,,,False,False,False,,1,,2,3,61,,False,1,1,54,1.23952190814,,,1.0,3.0,1,True,1,3
8552,2,2,True,1.0,2.0,False,False,False,2.0,3,3.0,3,7,39,,False,1,2,18,0.5204702984,6.0,2.0,3.0,2.0,1,False,2,2
8554,2,2,True,1.0,,False,False,False,3.0,2,,1,5,19,,False,1,1,36,1.58264803186,2.0,2.0,2.0,1.0,1,True,2,1
8579,1,2,True,4.0,3.0,False,False,True,2.0,3,2.0,3,3,58,,False,1,2,39,1.28874194175,6.0,3.0,3.0,3.0,1,False,1,2
8623,2,3,True,1.0,,False,True,True,2.0,2,,3,8,50,,False,2,2,6,0.599418797919999,2.0,2.0,2.0,2.0,2,False,2,4
8629,1,2,True,2.0,,False,False,False,1.0,2,,1,6,25,,False,2,1,36,1.65049568506,2.0,2.0,2.0,1.0,2,True,2,1
8635,2,1,True,1.0,,False,False,False,2.0,2,,3,8,62,,False,1,2,36,0.651849881080001,2.0,2.0,2.0,3.0,1,False,2,1
8638,2,1,True,1.0,,False,False,False,3.0,3,2.0,1,3,24,,False,1,2,11,1.2062552249,2.0,2.0,3.0,1.0,1,False,1,3
8673,2,3,True,1.0,,False,False,True,3.0,4,1.0,2,8,22,,False,1,1,48,0.760022668899998,1.0,1.0,1.0,1.0,1,True,2,3
8695,2,3,True,1.0,,True,False,True,1.0,4,1.0,2,5,28,,True,1,2,48,2.47279138595001,1.0,1.0,1.0,1.0,4,False,2,3
8762,2,2,True,1.0,,True,False,True,1.0,1,,2,2,50,,False,1,2,48,1.5097037289,1.0,1.0,1.0,2.0,1,False,1,3
8769,2,2,True,1.0,,True,False,True,1.0,1,,3,3,99,3.0,False,1,1,12,1.23952190814,1.0,1.0,1.0,3.0,1,True,1,3
8837,2,1,True,1.0,,False,True,True,3.0,2,,1,2,58,,False,2,1,17,1.3478381028,2.0,2.0,2.0,3.0,2,True,1,2
8859,1,1,True,1.0,,False,False,False,1.0,2,,3,7,62,,False,1,2,21,0.622354600919999,2.0,2.0,2.0,3.0,1,False,2,3
8867,1,2,True,1.0,,False,True,True,1.0,2,,3,8,58,,False,2,2,17,0.651202011199998,2.0,2.0,2.0,3.0,2,False,2,2
8928,1,2,True,1.0,,False,False,False,3.0,1,,3,8,61,,False,1,2,1,0.59886952164,1.0,1.0,1.0,3.0,1,False,2,3
8937,2,1,True,1.0,,False,True,False,2.0,2,,3,7,60,,False,2,2,13,0.649034757460002,2.0,2.0,2.0,3.0,2,False,2,3
8944,2,2,True,1.0,2.0,False,False,False,3.0,3,2.0,3,7,38,,False,1,2,20,0.5204702984,3.0,3.0,3.0,2.0,1,False,2,2
8958,1,3,True,1.0,,True,False,True,2.0,1,,1,6,62,,False,1,2,39,1.0011813621,1.0,1.0,1.0,3.0,1,False,2,2
8985,2,2,True,3.0,,False,False,False,3.0,2,,1,8,49,,False,1,2,40,0.701544136460002,2.0,2.0,2.0,2.0,1,False,2,3
8997,2,2,False,,,False,False,False,,2,,1,8,31,,False,3,1,36,1.66098896744,,,2.0,1.0,3,True,2,1
9144,1,1,True,1.0,,True,False,True,2.0,1,,2,6,52,,False,1,2,1,0.870802217279999,1.0,1.0,1.0,2.0,1,False,2,3
9189,1,2,False,,,False,False,False,,3,1.0,3,4,35,,False,1,2,18,1.16396084965,,,3.0,2.0,1,False,2,2
9209,2,1,True,4.0,,False,False,False,3.0,3,1.0,3,2,32,,False,1,1,54,1.03511589315,1.0,1.0,3.0,1.0,1,True,1,3
9290,1,2,True,1.0,,False,False,False,3.0,4,3.0,3,7,59,,False,1,2,55,0.55963313735,2.0,2.0,3.0,3.0,1,False,2,2
9331,2,3,True,1.0,,False,False,True,1.0,3,9.0,3,7,38,,False,1,1,17,0.4677948181,2.0,2.0,3.0,2.0,1,True,2,2
9379,2,2,True,1.0,,False,False,False,3.0,3,2.0,1,7,42,,False,1,2,42,0.54332271085,2.0,2.0,3.0,2.0,1,False,2,1
9384,2,2,True,1.0,,False,False,True,3.0,4,2.0,3,5,40,,False,9,1,26,0.808478853400001,2.0,2.0,2.0,2.0,9,True,2,2
9530,2,2,True,1.0,2.0,False,False,True,3.0,3,2.0,3,5,46,,False,1,1,19,0.731391979299999,6.0,2.0,3.0,2.0,1,True,2,2
9641,2,2,True,1.0,,False,False,False,3.0,2,,1,8,41,,False,1,2,55,0.58073528032,2.0,2.0,2.0,2.0,1,False,2,2
9731,2,1,True,1.0,2.0,False,False,False,2.0,3,2.0,3,3,23,,True,4,1,6,1.3918384317,6.0,2.0,3.0,1.0,4,True,1,4
9739,2,3,False,,,False,False,False,,1,,2,3,18,,False,1,2,39,1.24066310046,,,1.0,1.0,1,False,1,2
9748,1,2,True,1.0,2.0,False,False,False,3.0,3,3.0,3,6,45,,False,1,2,17,0.813749505650003,6.0,2.0,3.0,2.0,1,False,2,2
9773,1,2,True,1.0,,False,False,False,2.0,4,9.0,4,9,99,1.0,False,9,2,18,0.966935392550001,2.0,2.0,3.0,3.0,9,False,3,2
9791,2,2,True,1.0,,False,False,True,1.0,2,,3,3,44,,False,1,2,34,1.35575914042,2.0,2.0,2.0,2.0,1,False,1,1
9900,1,3,True,1.0,,False,False,True,3.0,1,,2,8,42,,False,1,1,47,0.50059233396,1.0,1.0,1.0,2.0,1,True,2,3
9955,2,3,True,1.0,,True,False,True,1.0,1,,2,5,53,,False,1,1,39,0.785284019879998,1.0,1.0,1.0,2.0,1,True,2,2
9966,2,2,True,1.0,,False,True,True,1.0,2,,1,8,48,,False,1,2,51,0.578802546279999,2.0,2.0,2.0,2.0,1,False,2,3
10079,1,1,True,1.0,,False,False,False,3.0,2,,1,5,51,,False,1,2,39,0.907973132619999,2.0,2.0,2.0,2.0,1,False,2,2
10192,1,2,True,3.0,2.0,False,False,False,2.0,3,1.0,2,3,36,,False,1,2,27,1.16396084965,6.0,2.0,3.0,2.0,1,False,1,2
10238,2,2,True,2.0,,False,False,False,3.0,2,,1,8,45,,False,1,2,39,0.58073528032,2.0,2.0,2.0,2.0,1,False,2,2
10297,1,3,True,3.0,2.0,False,False,False,2.0,3,1.0,2,7,49,,False,1,2,27,0.5204702984,6.0,2.0,3.0,2.0,1,False,2,2
10356,2,2,True,1.0,2.0,False,False,True,2.0,3,2.0,3,3,27,,False,1,1,26,1.03857234655,6.0,2.0,3.0,1.0,1,True,1,2
10501,2,3,False,,,False,False,False,,4,1.0,3,8,41,,False,3,1,49,1.28086989025,,,1.0,2.0,3,True,2,4
10512,1,2,True,1.0,,False,False,False,2.0,3,3.0,3,3,30,,False,1,2,39,1.15551955435,1.0,1.0,3.0,1.0,1,False,1,2
10644,2,2,True,1.0,,False,False,False,3.0,3,2.0,3,7,29,,False,1,2,12,0.697657912499997,2.0,2.0,3.0,1.0,1,False,2,3
10903,2,3,True,1.0,,False,False,True,3.0,9,1.0,2,3,42,,False,5,1,41,2.470410597,1.0,1.0,1.0,2.0,9,True,1,4
11160,2,1,True,1.0,,False,False,False,3.0,3,1.0,3,7,40,,False,1,2,48,0.628742386449999,1.0,1.0,3.0,2.0,1,False,2,3
11361,2,2,True,1.0,,False,False,True,3.0,1,,1,7,33,,False,1,2,17,0.751565556539998,2.0,2.0,1.0,1.0,1,False,2,2
11375,1,2,True,1.0,,False,False,True,1.0,2,,1,7,42,,False,2,2,55,0.60563123002,2.0,2.0,2.0,2.0,2,False,2,2
11528,1,3,True,1.0,,True,False,True,1.0,1,,2,5,36,,False,1,1,26,0.785284019879998,1.0,1.0,1.0,2.0,1,True,2,2
11540,2,3,True,1.0,,False,False,False,3.0,4,2.0,1,7,28,,False,1,1,18,0.62914356385,2.0,2.0,2.0,1.0,1,True,2,2
11541,2,2,True,1.0,,False,False,True,2.0,2,,1,7,36,,False,2,2,17,0.60563123002,2.0,2.0,2.0,2.0,2,False,2,2
11553,1,1,True,1.0,,False,True,True,3.0,2,,3,4,38,,False,1,2,55,1.29873526382,2.0,2.0,2.0,2.0,1,False,2,2
11598,1,2,True,1.0,,True,False,True,3.0,3,1.0,2,3,54,,False,1,2,18,1.16396084965,1.0,1.0,3.0,2.0,1,False,1,2
11616,1,2,True,1.0,,False,False,False,2.0,3,2.0,1,7,50,,False,1,2,20,0.5204702984,1.0,1.0,3.0,2.0,1,False,2,2
11640,1,1,False,,,False,False,False,,2,,2,3,20,,True,1,2,20,1.74578007192,,,2.0,1.0,4,False,1,2
11685,1,2,True,1.0,,True,False,False,2.0,1,,3,3,99,2.0,False,1,2,18,1.24972638594,1.0,1.0,1.0,3.0,1,False,1,2
11855,1,3,True,1.0,2.0,False,False,True,1.0,3,2.0,1,5,21,,False,1,2,29,1.5117525788,8.0,2.0,3.0,1.0,1,False,2,2
11950,1,3,True,1.0,,False,False,True,1.0,2,,2,7,26,,True,4,1,20,0.950521600460002,1.0,1.0,2.0,1.0,4,True,2,2
11962,1,1,True,1.0,,False,False,True,1.0,2,,3,7,44,,False,1,1,32,0.63054263134,2.0,2.0,2.0,2.0,1,True,2,4
11966,2,2,False,,,False,False,False,,2,,1,5,20,,True,1,2,4,2.75911459906,,,2.0,1.0,4,False,2,4
11977,1,1,True,2.0,,False,True,True,3.0,2,,3,3,54,,False,1,2,41,1.2854131234,2.0,2.0,2.0,2.0,1,False,1,4
11984,1,2,True,1.0,,False,True,True,1.0,2,,1,8,53,,False,1,1,6,0.51660637742,2.0,2.0,2.0,2.0,1,True,2,4
11985,1,1,False,,,False,False,False,,1,,1,3,51,,False,1,1,6,1.11172274622,,,1.0,2.0,1,True,1,4
11987,1,2,True,1.0,,False,False,False,1.0,2,,3,7,42,,False,1,1,6,0.51660637742,2.0,2.0,2.0,2.0,1,True,2,4
11996,2,1,True,1.0,,True,False,True,3.0,1,,2,3,88,,False,2,2,12,1.4382182733,1.0,1.0,1.0,3.0,2,False,1,3
12006,2,3,True,1.0,,False,False,False,3.0,1,,3,8,40,,False,1,2,36,0.583357015859998,1.0,1.0,1.0,2.0,1,False,2,1
12010,2,2,True,1.0,,False,False,False,1.0,2,,3,6,71,,False,1,2,36,1.08612637014,2.0,2.0,2.0,3.0,1,False,2,1
12022,2,2,True,1.0,,False,False,True,1.0,1,,2,6,53,,False,1,2,12,0.870802217279999,1.0,1.0,1.0,2.0,1,False,2,3
12029,2,2,True,1.0,,True,False,True,3.0,1,,1,3,55,,False,1,1,9,1.29826662738,1.0,1.0,1.0,3.0,1,True,1,1
12035,2,2,True,1.0,,False,False,True,3.0,2,,1,8,80,,False,1,1,24,0.58587780566,2.0,2.0,2.0,3.0,1,True,2,3
12048,2,3,True,1.0,,False,False,False,1.0,1,,2,3,37,,False,1,1,42,1.17256331658,1.0,1.0,1.0,2.0,1,True,1,1
12049,2,2,True,1.0,,False,False,False,3.0,2,,1,7,30,,False,1,2,36,0.815331968120002,2.0,2.0,2.0,1.0,1,False,2,1
12065,2,3,True,1.0,,False,True,True,3.0,2,,1,7,37,,False,2,1,17,0.54433682754,2.0,2.0,2.0,2.0,2,True,2,2
12070,2,1,False,,,False,False,False,,3,3.0,2,7,30,,False,2,1,37,0.653931158599999,,,3.0,1.0,2,True,2,3
12073,2,1,False,,,False,False,False,,3,3.0,3,3,23,,False,1,2,42,1.2062552249,,,3.0,1.0,1,False,1,1
12085,2,3,False,,,False,False,False,,3,1.0,3,3,18,,True,1,1,17,1.4062635737,,,3.0,1.0,4,True,1,2
12099,2,3,True,1.0,,True,False,True,1.0,1,,2,5,39,,False,1,1,47,0.78267052998,1.0,1.0,1.0,2.0,1,True,2,3
12131,2,2,True,2.0,2.0,False,False,False,3.0,3,2.0,3,5,25,,True,1,1,12,1.83367501945,6.0,2.0,3.0,1.0,4,True,2,3
12132,2,2,True,1.0,,True,False,True,1.0,1,,3,8,99,3.0,False,3,2,28,1.35739120992,1.0,1.0,1.0,3.0,3,False,2,3
12212,2,2,True,1.0,,True,False,False,3.0,1,,2,6,53,,False,1,2,1,0.870802217279999,1.0,1.0,1.0,2.0,1,False,2,3
12213,2,1,False,,,False,False,False,,2,,1,5,67,,False,1,1,26,0.935142737800002,,,2.0,3.0,1,True,2,2
12230,1,1,True,2.0,,False,False,True,3.0,3,1.0,2,8,71,,False,1,2,17,0.55963313735,1.0,1.0,3.0,3.0,1,False,2,2
12234,2,2,True,1.0,,True,False,False,1.0,1,,3,8,29,,False,1,2,47,0.749064285,1.0,1.0,1.0,1.0,1,False,2,3
12260,1,1,True,2.0,,False,True,True,1.0,4,1.0,2,8,34,,False,2,2,36,0.762047884599999,2.0,2.0,1.0,1.0,2,False,2,1
12286,2,2,False,,,False,False,False,,4,3.0,1,4,26,,True,4,1,44,1.46800872205,,,3.0,1.0,4,True,2,1
12309,2,2,False,,,False,False,False,,3,1.0,3,6,59,,False,1,1,12,0.83531035985,,,3.0,3.0,1,True,2,3
12428,2,2,False,,,False,False,False,,2,,1,7,23,,False,1,1,26,0.70199176598,,,2.0,1.0,1,True,2,2
12526,2,2,True,1.0,,False,True,True,1.0,3,2.0,3,6,67,,False,1,2,42,0.973415143049998,2.0,2.0,3.0,3.0,1,False,2,1
12566,1,2,True,1.0,,False,True,False,1.0,3,2.0,3,8,63,,False,2,2,1,0.581682093950002,2.0,2.0,3.0,3.0,2,False,2,3
12575,1,2,True,1.0,,False,False,True,3.0,2,,1,3,89,,False,1,2,40,1.73710076330001,2.0,2.0,2.0,3.0,1,False,1,3
12688,2,1,True,3.0,,False,False,True,3.0,1,,2,3,59,,False,1,2,18,1.3837018743,1.0,1.0,1.0,3.0,1,False,1,2
12716,1,2,True,1.0,,False,False,False,2.0,3,2.0,3,6,61,,False,1,2,36,0.973415143049998,2.0,2.0,3.0,3.0,1,False,2,1
12758,1,2,True,2.0,,False,True,True,1.0,2,,3,8,65,,False,2,2,51,0.649034757460002,2.0,2.0,2.0,3.0,2,False,2,3
12779,1,2,True,2.0,,False,True,True,1.0,2,,3,7,67,,False,1,1,36,0.58587780566,2.0,2.0,2.0,3.0,1,True,2,1
12813,1,2,True,1.0,1.0,True,False,False,3.0,3,1.0,2,4,99,3.0,False,1,2,18,1.28874194175,9.0,1.0,3.0,3.0,1,False,2,2
12814,2,3,True,1.0,,True,False,True,1.0,1,,2,6,63,,False,5,1,12,2.03281218750001,1.0,1.0,1.0,3.0,9,True,2,3
12874,1,1,True,1.0,,False,False,True,3.0,1,,2,8,64,,False,1,2,45,0.59886952164,1.0,1.0,1.0,3.0,1,False,2,3
12936,1,3,True,1.0,,False,True,True,1.0,3,2.0,1,5,69,,False,2,2,48,1.1747434418,2.0,2.0,3.0,3.0,2,False,2,3
12959,2,3,True,1.0,,False,False,True,3.0,3,1.0,2,6,29,,False,1,2,39,1.5117525788,1.0,1.0,3.0,1.0,1,False,2,2
12984,1,2,True,1.0,,False,False,True,3.0,2,,1,8,73,,False,1,2,39,0.624432763780002,2.0,2.0,2.0,3.0,1,False,2,2
13025,2,3,True,1.0,,True,False,True,1.0,1,,2,8,68,,False,1,1,12,0.53825945394,1.0,1.0,1.0,3.0,1,True,2,3
13048,2,3,True,1.0,,False,False,True,3.0,2,,3,8,30,,False,1,2,37,0.778439355,2.0,2.0,2.0,1.0,1,False,2,3
13128,2,1,False,,,False,False,False,,4,1.0,2,3,73,,False,1,1,18,1.15831163475,,,1.0,3.0,1,True,1,2
13137,1,2,True,1.0,,True,False,True,1.0,1,,2,7,63,,False,1,2,39,0.600869263259999,1.0,1.0,1.0,3.0,1,False,2,2
13220,1,2,True,1.0,2.0,False,False,False,3.0,3,2.0,1,5,22,,False,1,1,39,1.35875192955,6.0,2.0,3.0,1.0,1,True,2,2
13226,1,2,False,,,False,False,False,,3,2.0,1,8,46,,False,1,2,26,0.5204702984,,,3.0,2.0,1,False,2,2
13275,1,2,True,1.0,,False,False,True,1.0,2,,1,7,33,,False,1,1,34,0.732814283800002,2.0,2.0,2.0,1.0,1,True,2,1
13304,2,1,True,2.0,,True,False,False,1.0,1,,3,9,74,,False,1,2,13,0.93606880734,1.0,1.0,1.0,3.0,1,False,3,3
13317,1,1,True,1.0,,True,False,False,3.0,1,,3,3,63,,False,1,2,29,1.3837018743,1.0,1.0,1.0,3.0,1,False,1,2
13318,1,2,True,1.0,3.0,False,False,False,3.0,2,,3,3,67,,False,1,2,54,1.43317902928,6.0,3.0,2.0,3.0,1,False,1,3
13334,1,2,True,1.0,,False,False,True,3.0,4,1.0,2,6,49,,False,1,1,36,0.763505380299999,1.0,1.0,1.0,2.0,1,True,2,1
13417,2,1,False,,,False,False,False,,3,2.0,3,3,57,,False,1,1,51,1.15445667915,,,3.0,3.0,1,True,1,3
13432,2,2,True,1.0,,False,True,True,3.0,2,,1,3,69,,False,2,1,13,1.34335238738,2.0,2.0,2.0,3.0,2,True,1,3
13437,1,2,True,2.0,,False,False,False,3.0,4,2.0,3,5,99,3.0,False,1,1,20,0.8380996235,2.0,2.0,2.0,3.0,1,True,2,2
13458,2,1,False,,,False,False,False,,3,3.0,3,3,57,,False,1,2,39,1.28874194175,,,3.0,3.0,1,False,1,2
13495,2,1,False,,,False,False,False,,2,,2,3,61,,False,2,2,12,1.4946189899,,,2.0,3.0,2,False,1,3
13554,2,1,True,1.0,,False,False,True,3.0,2,,3,3,74,,False,2,2,42,1.5654535376,2.0,2.0,2.0,3.0,2,False,1,1
13568,2,2,True,1.0,,False,False,True,3.0,3,2.0,1,7,22,,False,3,1,13,1.42126415065,2.0,2.0,3.0,1.0,3,True,2,3
13602,1,2,True,1.0,,False,False,True,1.0,3,1.0,2,6,81,,False,1,1,6,0.829502581400001,1.0,1.0,3.0,3.0,1,True,2,4
13660,2,2,True,1.0,,False,False,True,3.0,1,,2,6,57,,False,1,2,26,1.0011813621,1.0,1.0,1.0,3.0,1,False,2,2
13663,2,2,True,1.0,,False,False,True,3.0,1,,3,7,30,,False,1,1,47,0.673253385780002,1.0,1.0,1.0,1.0,1,True,2,3
13664,1,2,True,3.0,,True,False,False,3.0,4,1.0,2,1,59,,True,4,2,48,2.10801027765,1.0,1.0,1.0,3.0,4,False,1,3
13674,2,2,True,1.0,3.0,False,False,True,3.0,4,3.0,3,6,50,,False,1,2,26,0.813749505650003,8.0,3.0,3.0,2.0,1,False,2,2
13755,2,1,False,,,False,False,False,,3,3.0,3,3,21,,False,9,2,39,1.2773084077,,,3.0,1.0,9,False,1,2
13760,2,2,True,1.0,1.0,False,False,True,3.0,1,,3,6,34,,False,1,1,39,1.45887049278,3.0,3.0,1.0,1.0,1,True,2,2
13770,1,2,True,1.0,,False,False,True,3.0,1,,2,5,78,,False,1,2,22,0.9978493485,1.0,1.0,1.0,3.0,1,False,2,3
13785,2,2,False,,,False,False,False,,3,2.0,1,7,32,,True,2,1,12,0.849047431100002,,,3.0,1.0,4,True,2,3
13820,2,3,True,1.0,,True,False,True,1.0,3,1.0,2,3,44,,False,1,1,13,1.0426776167,1.0,1.0,3.0,2.0,1,True,1,3
