RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,approve_trump,approve_biden,trump_stamina,biden_stamina,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity,STATEFIP,STATEFP,state,e_votes,dem,republican,dem advantage,n,rating
10079,1,1,True,1.0,False,False,False,True,False,3.0,2,,1,5,51,,False,1,2,0.907973132619999,0,2.0,2,1,False,3,2,0.4054132029426701,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
10192,1,2,True,3.0,False,False,False,False,False,2.0,3,1.0,4,3,36,,False,1,2,1.16396084965,0,3.0,2,1,False,1,2,0.5495360081520232,27,27,minnesota,10.0,47,37,10,"3,428",Solid Dem
10238,2,2,True,2.0,False,False,False,True,False,3.0,2,,1,8,45,,False,1,2,0.58073528032,0,2.0,2,1,False,3,2,0.4054132029426701,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
10297,1,3,True,3.0,False,False,False,False,False,2.0,3,1.0,2,7,49,,False,1,2,0.5204702984,0,3.0,2,1,False,3,2,0.4054132029426701,27,27,minnesota,10.0,47,37,10,"3,428",Solid Dem
10356,2,2,True,1.0,False,False,True,True,True,2.0,3,2.0,3,3,27,,False,1,1,1.03857234655,0,3.0,1,1,True,1,2,0.6185869523930181,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
10512,1,2,True,1.0,False,False,True,False,False,2.0,3,3.0,3,3,30,,False,1,2,1.15551955435,1,3.0,1,1,False,1,2,0.5221002088610572,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
10644,2,2,True,1.0,False,False,False,True,False,3.0,3,2.0,3,7,29,,False,1,2,0.697657912499997,0,3.0,1,1,False,3,3,0.3793132431192172,12,12,florida,30.0,42,39,3,"11,094",Competitive
10903,2,3,True,1.0,False,False,True,True,True,3.0,9,1.0,2,3,42,,False,5,1,2.470410597,1,1.0,2,9,True,1,4,0.7074874681651877,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
11160,2,1,True,1.0,False,False,False,False,False,3.0,3,1.0,3,7,40,,False,1,2,0.628742386449999,1,3.0,2,1,False,3,3,0.4054132029426701,48,48,texas,40.0,38,41,-3,"14,138",Competitive
11361,2,2,True,1.0,False,False,False,True,True,3.0,1,,1,7,33,,False,1,2,0.751565556539998,0,1.0,1,1,False,3,2,0.3793132431192172,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
11375,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,7,42,,False,2,2,0.60563123002,0,2.0,2,2,False,3,2,0.0824392522506125,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
11528,1,3,True,1.0,True,False,True,False,True,1.0,1,,4,5,36,,False,1,1,0.785284019879998,1,1.0,2,1,True,3,2,0.5037137742113332,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
11540,2,3,True,1.0,False,False,True,False,False,3.0,4,2.0,1,7,28,,False,1,1,0.62914356385,0,2.0,1,1,True,3,2,0.476053581913655,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
11541,2,2,True,1.0,False,False,False,True,True,2.0,2,,1,7,36,,False,2,2,0.60563123002,0,2.0,2,2,False,3,2,0.0824392522506125,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
11553,1,1,True,1.0,False,True,False,True,True,3.0,2,,3,4,38,,False,1,2,1.29873526382,0,2.0,2,1,False,3,2,0.4054132029426701,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
11598,1,2,True,1.0,True,False,True,False,True,3.0,3,1.0,2,3,54,,False,1,2,1.16396084965,1,3.0,2,1,False,1,2,0.5495360081520232,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
11616,1,2,True,1.0,False,False,True,False,False,2.0,3,2.0,1,7,50,,False,1,2,0.5204702984,1,3.0,2,1,False,3,2,0.4054132029426701,20,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
11685,1,2,True,1.0,True,False,True,False,False,2.0,1,,3,3,99,2.0,False,1,2,1.24972638594,1,1.0,3,1,False,1,2,0.5432509155243974,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
11855,1,3,True,1.0,False,False,False,True,True,1.0,3,2.0,1,5,21,,False,1,2,1.5117525788,0,3.0,1,1,False,3,2,0.3793132431192172,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
11950,1,3,True,1.0,False,False,True,False,True,1.0,2,,2,7,26,,True,4,1,0.950521600460002,1,2.0,1,4,True,3,2,0.3962176638586724,20,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
11962,1,1,True,1.0,False,False,False,True,True,1.0,2,,3,7,44,,False,1,1,0.63054263134,0,2.0,2,1,True,3,4,0.5037137742113332,32,32,nevada,6.0,42,39,3,"1,540",Competitive
11977,1,1,True,2.0,False,True,False,True,True,3.0,2,,3,3,54,,False,1,2,1.2854131234,0,2.0,2,1,False,1,4,0.5495360081520232,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
11984,1,2,True,1.0,False,True,False,True,True,1.0,2,,1,8,53,,False,1,1,0.51660637742,0,2.0,2,1,True,3,4,0.5037137742113332,6,6,california,54.0,51,30,21,"18,168",Solid Dem
11987,1,2,True,1.0,False,False,False,True,False,1.0,2,,3,7,42,,False,1,1,0.51660637742,0,2.0,2,1,True,3,4,0.5037137742113332,6,6,california,54.0,51,30,21,"18,168",Solid Dem
11996,2,1,True,1.0,True,False,True,False,True,3.0,1,,4,3,88,,False,2,2,1.4382182733,1,1.0,3,2,False,1,3,0.1356462183804802,12,12,florida,30.0,42,39,3,"11,094",Competitive
12006,2,3,True,1.0,False,False,True,False,False,3.0,1,,3,8,40,,False,1,2,0.583357015859998,1,1.0,2,1,False,3,1,0.4054132029426701,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
12010,2,2,True,1.0,False,False,False,True,False,1.0,2,,3,6,71,,False,1,2,1.08612637014,0,2.0,3,1,False,3,1,0.3991029868932533,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
12022,2,2,True,1.0,False,False,True,False,True,1.0,1,,2,6,53,,False,1,2,0.870802217279999,1,1.0,2,1,False,3,3,0.4054132029426701,12,12,florida,30.0,42,39,3,"11,094",Competitive
12029,2,2,True,1.0,True,False,True,False,True,3.0,1,,1,3,55,,False,1,1,1.29826662738,1,1.0,3,1,True,1,1,0.6385638532385712,9,9,connecticut,7.0,51,32,19,"2,020",Solid Dem
12035,2,2,True,1.0,False,False,False,True,True,3.0,2,,1,8,80,,False,1,1,0.58587780566,0,2.0,3,1,True,3,3,0.4972405472879573,24,24,maryland,10.0,56,28,28,"3,193",Solid Dem
12048,2,3,True,1.0,False,False,True,False,False,1.0,1,,2,3,37,,False,1,1,1.17256331658,1,1.0,2,1,True,1,1,0.6443480722097228,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
12049,2,2,True,1.0,False,False,False,True,False,3.0,2,,1,7,30,,False,1,2,0.815331968120002,0,2.0,1,1,False,3,1,0.3793132431192172,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
12065,2,3,True,1.0,False,True,False,True,True,3.0,2,,1,7,37,,False,2,1,0.54433682754,0,2.0,2,2,True,3,2,0.1177264748907801,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
12099,2,3,True,1.0,True,False,True,False,True,1.0,1,,4,5,39,,False,1,1,0.78267052998,1,1.0,2,1,True,3,3,0.5037137742113332,47,47,tennessee,11.0,35,47,-12,"4,117",Solid Rep
12131,2,2,True,2.0,False,False,False,True,False,3.0,3,2.0,3,5,25,,True,1,1,1.83367501945,0,3.0,1,4,True,3,3,0.3962176638586724,12,12,florida,30.0,42,39,3,"11,094",Competitive
12132,2,2,True,1.0,True,False,True,False,True,1.0,1,,3,8,99,3.0,False,3,2,1.35739120992,1,1.0,3,3,False,3,3,0.2243845043041739,28,28,mississippi,6.0,38,45,-7,"1,654",Lean Rep
12212,2,2,True,1.0,True,False,True,False,False,3.0,1,,4,6,53,,False,1,2,0.870802217279999,1,1.0,2,1,False,3,3,0.4054132029426701,1,1,alabama,9.0,35,50,-15,"3,057",Solid Rep
12230,1,1,True,2.0,False,False,True,True,True,3.0,3,1.0,2,8,71,,False,1,2,0.55963313735,1,3.0,3,1,False,3,2,0.3991029868932533,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
12234,2,2,True,1.0,True,False,True,False,False,1.0,1,,3,8,29,,False,1,2,0.749064285,1,1.0,1,1,False,3,3,0.3793132431192172,47,47,tennessee,11.0,35,47,-12,"4,117",Solid Rep
12260,1,1,True,2.0,False,True,False,True,True,1.0,4,1.0,2,8,34,,False,2,2,0.762047884599999,0,1.0,1,2,False,3,1,0.0748709984900829,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
12526,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,3,6,67,,False,1,2,0.973415143049998,0,3.0,3,1,False,3,1,0.3991029868932533,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
12566,1,2,True,1.0,False,True,False,True,False,1.0,3,2.0,3,8,63,,False,2,2,0.581682093950002,0,3.0,3,2,False,3,3,0.080391418570376,1,1,alabama,9.0,35,50,-15,"3,057",Solid Rep
12575,1,2,True,1.0,False,False,False,True,True,3.0,2,,1,3,89,,False,1,2,1.73710076330001,0,2.0,3,1,False,1,3,0.5432509155243974,40,40,oklahoma,7.0,35,49,-14,"2,459",Solid Rep
12688,2,1,True,3.0,False,False,True,False,True,3.0,1,,2,3,59,,False,1,2,1.3837018743,1,1.0,3,1,False,1,2,0.5432509155243974,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
12716,1,2,True,1.0,False,False,False,True,False,2.0,3,2.0,3,6,61,,False,1,2,0.973415143049998,0,3.0,3,1,False,3,1,0.3991029868932533,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
12758,1,2,True,2.0,False,True,False,True,True,1.0,2,,3,8,65,,False,2,2,0.649034757460002,0,2.0,3,2,False,3,3,0.080391418570376,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
12779,1,2,True,2.0,False,True,False,True,True,1.0,2,,3,7,67,,False,1,1,0.58587780566,0,2.0,3,1,True,3,1,0.4972405472879573,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
12813,1,2,True,1.0,True,False,True,False,False,3.0,3,1.0,4,4,99,3.0,False,1,2,1.28874194175,1,3.0,3,1,False,3,2,0.3991029868932533,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
12814,2,3,True,1.0,True,False,True,False,True,1.0,1,,2,6,63,,False,5,1,2.03281218750001,1,1.0,3,9,True,3,3,0.5753292154979956,12,12,florida,30.0,42,39,3,"11,094",Competitive
12874,1,1,True,1.0,False,False,True,False,True,3.0,1,,2,8,64,,False,1,2,0.59886952164,1,1.0,3,1,False,3,3,0.3991029868932533,45,45,south carolina,9.0,37,47,-10,"2,821",Solid Rep
12936,1,3,True,1.0,False,True,False,True,True,1.0,3,2.0,1,5,69,,False,2,2,1.1747434418,0,3.0,3,2,False,3,3,0.080391418570376,48,48,texas,40.0,38,41,-3,"14,138",Competitive
12959,2,3,True,1.0,False,False,True,False,True,3.0,3,1.0,4,6,29,,False,1,2,1.5117525788,1,3.0,1,1,False,3,2,0.3793132431192172,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
12984,1,2,True,1.0,False,False,False,True,True,3.0,2,,1,8,73,,False,1,2,0.624432763780002,0,2.0,3,1,False,3,2,0.3991029868932533,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
13025,2,3,True,1.0,True,False,True,False,True,1.0,1,,4,8,68,,False,1,1,0.53825945394,1,1.0,3,1,True,3,3,0.4972405472879573,12,12,florida,30.0,42,39,3,"11,094",Competitive
13048,2,3,True,1.0,False,False,False,True,True,3.0,2,,3,8,30,,False,1,2,0.778439355,0,2.0,1,1,False,3,3,0.3793132431192172,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
13137,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,7,63,,False,1,2,0.600869263259999,1,1.0,3,1,False,3,2,0.3991029868932533,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
13220,1,2,True,1.0,False,False,True,True,False,3.0,3,2.0,1,5,22,,False,1,1,1.35875192955,0,3.0,1,1,True,3,2,0.476053581913655,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
13275,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,7,33,,False,1,1,0.732814283800002,0,2.0,1,1,True,3,1,0.476053581913655,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
13304,2,1,True,2.0,True,False,True,False,False,1.0,1,,3,9,74,,False,1,2,0.93606880734,1,1.0,3,1,False,3,3,0.3991029868932533,13,13,georgia,16.0,42,40,2,"5,458",Competitive
13317,1,1,True,1.0,True,False,True,False,False,3.0,1,,3,3,63,,False,1,2,1.3837018743,1,1.0,3,1,False,1,2,0.5432509155243974,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
13334,1,2,True,1.0,False,False,True,False,True,3.0,4,1.0,2,6,49,,False,1,1,0.763505380299999,1,1.0,2,1,True,3,1,0.5037137742113332,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
13432,2,2,True,1.0,False,True,False,True,True,3.0,2,,1,3,69,,False,2,1,1.34335238738,0,2.0,3,2,True,1,3,0.1884016613849304,13,13,georgia,16.0,42,40,2,"5,458",Competitive
13437,1,2,True,2.0,False,False,False,True,False,3.0,4,2.0,3,5,99,3.0,False,1,1,0.8380996235,0,2.0,3,1,True,3,2,0.4972405472879573,20,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
13554,2,1,True,1.0,False,False,False,True,True,3.0,2,,3,3,74,,False,2,2,1.5654535376,0,2.0,3,2,False,1,1,0.1356462183804802,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
13568,2,2,True,1.0,False,False,True,True,True,3.0,3,2.0,1,7,22,,False,3,1,1.42126415065,0,3.0,1,3,True,3,3,0.2812847143376517,13,13,georgia,16.0,42,40,2,"5,458",Competitive
13602,1,2,True,1.0,False,False,True,False,True,1.0,3,1.0,4,6,81,,False,1,1,0.829502581400001,1,3.0,3,1,True,3,4,0.4972405472879573,6,6,california,54.0,51,30,21,"18,168",Solid Dem
13660,2,2,True,1.0,False,False,True,False,True,3.0,1,,4,6,57,,False,1,2,1.0011813621,1,1.0,3,1,False,3,2,0.3991029868932533,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
13663,2,2,True,1.0,False,False,True,False,True,3.0,1,,3,7,30,,False,1,1,0.673253385780002,1,1.0,1,1,True,3,3,0.476053581913655,47,47,tennessee,11.0,35,47,-12,"4,117",Solid Rep
13664,1,2,True,3.0,True,False,True,False,False,3.0,4,1.0,2,1,59,,True,4,2,2.10801027765,1,1.0,3,4,False,1,3,0.4617501165257257,48,48,texas,40.0,38,41,-3,"14,138",Competitive
13770,1,2,True,1.0,False,False,True,False,True,3.0,1,,4,5,78,,False,1,2,0.9978493485,1,1.0,3,1,False,3,3,0.3991029868932533,22,22,louisiana,8.0,40,43,-3,"2,589",Competitive
13820,2,3,True,1.0,True,False,True,False,True,1.0,3,1.0,4,3,44,,False,1,1,1.0426776167,1,3.0,2,1,True,1,3,0.6443480722097228,13,13,georgia,16.0,42,40,2,"5,458",Competitive
13860,1,3,True,1.0,True,False,True,False,True,1.0,1,,2,7,67,,False,1,1,0.65240342502,1,1.0,3,1,True,3,3,0.4972405472879573,48,48,texas,40.0,38,41,-3,"14,138",Competitive
13902,2,2,True,1.0,False,False,True,False,False,2.0,1,,4,8,59,,False,1,1,0.56376920922,1,1.0,3,1,True,3,3,0.4972405472879573,24,24,maryland,10.0,56,28,28,"3,193",Solid Dem
13935,2,1,True,1.0,False,False,False,False,True,9.0,4,9.0,2,8,34,,True,4,2,0.944653410449999,0,3.0,1,4,False,3,3,0.3071569430242949,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
13971,2,1,True,1.0,True,False,True,False,True,1.0,1,,2,5,21,,False,1,2,1.61774291532,1,1.0,1,1,False,3,3,0.3793132431192172,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
14054,2,2,True,1.0,False,False,True,True,True,1.0,2,,3,5,25,,True,1,1,2.47987159848001,0,2.0,1,4,True,3,4,0.3962176638586724,4,4,arizona,11.0,40,42,-2,"3,669",Competitive
14072,1,3,True,1.0,True,False,True,False,True,1.0,1,,4,7,54,,True,1,2,0.756662986140002,1,1.0,2,4,False,3,2,0.3306343557712426,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
14076,2,2,True,1.0,False,False,False,False,False,3.0,2,,3,6,30,,False,1,1,1.51608110034,1,2.0,1,1,True,3,2,0.476053581913655,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
14084,1,3,True,1.0,False,False,True,False,True,3.0,1,,4,7,43,,False,1,2,0.675070772820003,1,1.0,2,1,False,3,3,0.4054132029426701,48,48,texas,40.0,38,41,-3,"14,138",Competitive
14086,1,2,True,1.0,True,False,True,False,True,1.0,3,3.0,3,6,52,,False,1,2,0.813749505650003,1,3.0,2,1,False,3,2,0.4054132029426701,19,19,iowa,6.0,42,42,0,"2,126",Competitive
14097,1,1,True,1.0,False,True,False,True,False,1.0,3,2.0,3,7,61,,False,2,2,0.583624444,0,3.0,3,2,False,3,2,0.080391418570376,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
14098,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,8,52,,False,1,1,0.606748569780002,1,1.0,2,1,True,3,4,0.5037137742113332,35,35,new mexico,5.0,48,34,14,"1,454",Solid Dem
14114,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,6,55,,False,1,2,0.9978493485,1,1.0,3,1,False,3,3,0.3991029868932533,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
14125,2,3,True,1.0,True,False,True,False,False,3.0,1,,4,3,30,,True,1,1,1.50485798124,1,1.0,1,4,True,1,3,0.5382013646023897,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
14143,2,2,True,1.0,True,False,True,False,True,1.0,3,1.0,3,8,77,,False,1,1,0.607630640950002,1,3.0,3,1,True,3,3,0.4972405472879573,48,48,texas,40.0,38,41,-3,"14,138",Competitive
14148,2,3,True,1.0,False,False,True,False,False,3.0,3,1.0,3,3,32,,False,1,1,1.02791890025,1,3.0,1,1,True,1,4,0.6185869523930181,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
14275,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,3,3,74,,False,1,2,1.28874194175,0,3.0,3,1,False,1,2,0.5432509155243974,46,46,south dakota,3.0,35,52,-17,579,Solid Rep
14305,2,2,True,1.0,False,False,False,True,False,3.0,2,,1,3,34,,False,1,1,1.15497141762,0,2.0,1,1,True,1,3,0.6185869523930181,1,1,alabama,9.0,35,50,-15,"3,057",Solid Rep
14326,2,2,True,2.0,False,False,True,True,False,2.0,4,3.0,3,7,32,,False,1,2,0.69998752815,0,3.0,1,1,False,3,2,0.3793132431192172,27,27,minnesota,10.0,47,37,10,"3,428",Solid Dem
14409,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,3,7,54,,False,1,2,0.628742386449999,0,3.0,2,1,False,3,4,0.4054132029426701,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
14443,1,2,True,1.0,False,True,False,True,True,1.0,2,,3,5,69,,False,2,1,0.971986377859998,0,2.0,3,2,True,3,3,0.1150576973786797,5,5,arkansas,6.0,36,45,-9,"1,883",Lean Rep
14485,2,2,True,1.0,False,False,False,True,True,1.0,2,,3,8,61,,False,1,2,0.624432763780002,0,2.0,3,1,False,3,2,0.3991029868932533,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
14504,2,2,True,1.0,False,False,False,True,False,2.0,3,2.0,3,8,72,,False,1,2,0.55389254385,0,3.0,3,1,False,3,4,0.3991029868932533,6,6,california,54.0,51,30,21,"18,168",Solid Dem
14555,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,3,55,,False,1,1,1.50237647016,1,1.0,3,1,True,1,4,0.6385638532385712,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
14568,2,2,True,1.0,True,False,True,False,True,1.0,1,,4,8,71,,False,1,1,0.53451702294,1,1.0,3,1,True,3,4,0.4972405472879573,6,6,california,54.0,51,30,21,"18,168",Solid Dem
14599,2,2,True,1.0,False,False,True,False,False,3.0,1,,3,3,99,2.0,False,1,1,1.12324474374,1,1.0,3,1,True,1,2,0.6385638532385712,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
14605,2,2,True,1.0,False,False,True,True,True,3.0,3,1.0,2,7,54,,False,1,1,0.4677948181,0,3.0,2,1,True,3,2,0.5037137742113332,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
14633,1,2,True,1.0,False,False,True,False,True,3.0,1,,3,3,72,,False,1,2,1.37909680176,1,1.0,3,1,False,1,3,0.5432509155243974,22,22,louisiana,8.0,40,43,-3,"2,589",Competitive
14647,2,3,True,2.0,False,False,False,False,False,1.0,4,2.0,3,3,24,,False,1,2,1.39589929315,0,2.0,1,1,False,1,4,0.5221002088610572,30,30,montana,4.0,37,51,-14,"1,059",Solid Rep
14656,2,2,True,1.0,False,False,True,False,True,1.0,3,3.0,3,5,57,,False,1,2,0.932472837250001,1,3.0,3,1,False,3,2,0.3991029868932533,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
14712,2,2,True,1.0,True,False,True,False,True,3.0,4,1.0,4,3,53,,False,1,1,1.03542804795,1,1.0,2,1,True,1,4,0.6443480722097228,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
14717,2,2,True,1.0,False,False,False,True,False,2.0,3,1.0,3,7,49,,False,1,1,0.565108962049998,0,3.0,2,1,True,3,4,0.5037137742113332,4,4,arizona,11.0,40,42,-2,"3,669",Competitive
14759,2,2,True,1.0,False,False,True,False,False,3.0,3,1.0,3,5,49,,True,1,2,1.09054303135,1,3.0,2,4,False,3,4,0.3306343557712426,6,6,california,54.0,51,30,21,"18,168",Solid Dem
14780,2,2,True,2.0,True,False,True,False,False,3.0,1,,4,5,35,,False,1,1,0.948644619899998,1,1.0,2,1,True,3,4,0.5037137742113332,30,30,montana,4.0,37,51,-14,"1,059",Solid Rep
14836,2,1,True,2.0,False,False,False,True,True,3.0,3,2.0,3,7,26,,True,4,1,1.02909748925,0,3.0,1,4,True,3,4,0.3962176638586724,35,35,new mexico,5.0,48,34,14,"1,454",Solid Dem
14862,2,3,True,1.0,False,False,False,True,True,3.0,3,3.0,3,8,37,,False,2,2,0.54097628115,0,3.0,2,2,False,3,3,0.0824392522506125,22,22,louisiana,8.0,40,43,-3,"2,589",Competitive
14877,2,2,True,1.0,False,False,False,True,False,1.0,2,,1,8,51,,False,1,2,0.701544136460002,0,2.0,2,1,False,3,4,0.4054132029426701,30,30,montana,4.0,37,51,-14,"1,059",Solid Rep
14889,2,2,True,1.0,False,False,False,True,True,3.0,4,2.0,1,5,38,,False,1,2,0.805402242299999,0,2.0,2,1,False,3,4,0.4054132029426701,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
14961,1,2,True,1.0,False,False,False,True,False,2.0,3,2.0,3,8,37,,False,2,2,0.65569638685,0,3.0,2,2,False,3,3,0.0824392522506125,48,48,texas,40.0,38,41,-3,"14,138",Competitive
14962,2,2,True,1.0,False,True,True,True,False,1.0,4,1.0,4,5,26,,False,2,1,1.4024659354,0,1.0,1,2,True,3,4,0.1072364261811548,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15050,1,2,True,4.0,False,False,True,False,True,3.0,1,,3,7,36,,False,3,2,1.53010814652,1,1.0,2,3,False,3,3,0.2288822455351578,48,48,texas,40.0,38,41,-3,"14,138",Competitive
15056,2,3,True,1.0,False,False,False,True,True,1.0,4,2.0,2,6,24,,True,4,1,1.82092577435,0,2.0,1,4,True,3,4,0.3962176638586724,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15062,1,2,True,1.0,False,True,False,True,True,1.0,2,,3,8,42,,False,1,1,0.52196053388,0,2.0,2,1,True,3,2,0.5037137742113332,27,27,minnesota,10.0,47,37,10,"3,428",Solid Dem
15133,1,2,True,1.0,False,False,False,True,False,3.0,2,,3,8,52,,False,1,1,0.52022340588,0,2.0,2,1,True,3,3,0.5037137742113332,5,5,arkansas,6.0,36,45,-9,"1,883",Lean Rep
15160,2,2,True,1.0,False,True,False,True,False,3.0,2,,1,7,32,,True,4,2,1.05755395778,0,2.0,1,4,False,3,2,0.3071569430242949,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
15167,1,2,True,1.0,False,False,True,True,True,1.0,3,2.0,3,8,53,,False,1,1,0.46299628165,0,3.0,2,1,True,3,4,0.5037137742113332,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15179,1,2,True,1.0,False,False,True,False,False,3.0,3,1.0,2,7,18,,False,1,2,0.692807210599999,1,3.0,1,1,False,3,4,0.3793132431192172,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
15220,1,1,True,1.0,False,True,False,False,False,1.0,3,2.0,4,7,99,2.0,False,2,2,0.54097628115,0,3.0,3,2,False,3,3,0.080391418570376,5,5,arkansas,6.0,36,45,-9,"1,883",Lean Rep
15231,2,3,True,1.0,True,False,True,False,False,1.0,1,,4,3,29,,False,1,2,1.49875503054,1,1.0,1,1,False,1,3,0.5221002088610572,48,48,texas,40.0,38,41,-3,"14,138",Competitive
15247,2,2,True,1.0,False,True,False,True,True,1.0,2,,3,3,54,,True,4,1,1.90935573257999,0,2.0,2,4,True,1,4,0.5650776483287326,35,35,new mexico,5.0,48,34,14,"1,454",Solid Dem
15264,2,2,True,1.0,False,True,False,True,True,1.0,2,,3,8,47,,False,3,2,1.30278613862,0,2.0,2,3,False,3,4,0.2288822455351578,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15294,2,3,True,1.0,False,False,False,True,True,1.0,2,,3,7,23,,False,2,2,0.983964435100002,0,2.0,1,2,False,3,3,0.0748709984900829,48,48,texas,40.0,38,41,-3,"14,138",Competitive
15309,1,3,True,1.0,True,False,True,False,True,1.0,4,1.0,4,7,44,,False,1,1,0.565108962049998,1,1.0,2,1,True,3,3,0.5037137742113332,48,48,texas,40.0,38,41,-3,"14,138",Competitive
15336,1,3,True,1.0,False,False,False,True,True,3.0,2,,1,8,35,,False,2,1,0.54433682754,0,2.0,2,2,True,3,2,0.1177264748907801,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
15340,2,2,True,1.0,True,False,True,False,False,3.0,1,,4,7,52,,False,1,1,0.606748569780002,1,1.0,2,1,True,3,4,0.5037137742113332,16,16,idaho,4.0,31,53,-22,"1,254",Solid Rep
15354,1,2,True,1.0,False,True,False,True,False,3.0,3,3.0,1,7,54,,False,1,2,0.628742386449999,0,3.0,2,1,False,3,3,0.4054132029426701,48,48,texas,40.0,38,41,-3,"14,138",Competitive
15358,1,1,True,1.0,False,False,False,False,False,2.0,1,,2,6,50,,False,1,2,0.870802217279999,1,1.0,2,1,False,3,3,0.4054132029426701,22,22,louisiana,8.0,40,43,-3,"2,589",Competitive
15369,2,3,True,1.0,False,False,True,False,True,3.0,4,1.0,3,7,33,,False,1,1,0.760022668899998,1,1.0,1,1,True,3,4,0.476053581913655,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
15370,1,3,True,1.0,True,False,True,False,True,3.0,1,,2,3,36,,False,1,1,1.12324474374,1,1.0,2,1,True,1,2,0.6443480722097228,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
15371,1,2,True,1.0,False,False,False,True,False,3.0,3,1.0,3,7,41,,True,1,1,0.626913288749999,0,3.0,2,4,True,3,4,0.4225687488335998,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
