RESPID,PHTYPE,top_household_concern,registered_vote,likely_to_vote,vote_choice,vote_choice_undecided,approve_trump,approve_biden,optimistic,elec_enthusiasm,economic_situation,focused_imp_issues,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region
1532,2,1.0,True,3.0,1.0,,False,False,False,3,1,True,1,,2,3,25,,False,1,1,21.0,1.94573774127,1.0,1.0,1.0,1,True,1,3.0
1533,2,1.0,False,,,,False,False,False,3,2,True,1,,2,6,30,,False,1,1,19.0,1.20669478263,,1.0,1.0,1,True,2,2.0
1546,1,1.0,True,1.0,2.0,,False,True,True,1,2,False,2,,1,7,71,,False,2,2,47.0,0.772958285,2.0,2.0,3.0,2,False,2,3.0
1547,2,3.0,False,,,,False,False,False,3,1,False,9,3.0,4,2,38,,False,1,2,18.0,1.818606244,,3.0,2.0,1,False,1,2.0
1549,2,13.0,True,2.0,2.0,,False,False,False,2,2,True,4,2.0,1,7,42,,False,1,2,18.0,0.520428519,2.0,2.0,2.0,1,False,2,2.0
1551,1,20.0,True,1.0,1.0,,False,False,True,3,3,True,1,,2,3,89,,False,1,2,29.0,1.278953712795,1.0,1.0,3.0,1,False,1,2.0
1564,2,20.0,True,1.0,1.0,,False,True,True,3,2,True,2,,3,3,44,,False,1,2,48.0,1.65719169,1.0,2.0,2.0,1,False,1,3.0
1566,2,13.0,True,1.0,2.0,,False,False,False,2,2,False,3,2.0,3,8,29,,False,3,2,27.0,1.512422142,2.0,3.0,1.0,3,False,2,2.0
1568,1,30.0,False,,,,False,True,True,2,2,False,2,,1,4,33,,True,4,2,48.0,3.86041444,,2.0,1.0,4,False,2,3.0
1569,2,20.0,True,1.0,2.0,,False,False,True,2,2,False,2,,1,7,49,,False,2,2,17.0,0.701014734,2.0,2.0,2.0,2,False,2,2.0
1571,1,20.0,True,1.0,2.0,,False,False,False,2,2,False,2,,1,6,77,,False,1,2,55.0,0.824367198,2.0,2.0,3.0,1,False,2,2.0
1576,1,20.0,True,1.0,2.0,,False,False,True,3,2,False,3,2.0,3,3,64,,False,1,2,55.0,1.272590759,2.0,3.0,3.0,1,False,1,2.0
1582,1,13.0,True,1.0,2.0,,False,False,True,1,2,False,2,,1,8,65,,False,1,2,29.0,0.604678218,2.0,2.0,3.0,1,False,2,2.0
1587,2,13.0,True,1.0,2.0,,False,False,False,2,9,False,2,,1,8,41,,False,1,1,6.0,0.415253366,2.0,2.0,2.0,1,True,2,4.0
1588,2,2.0,True,1.0,2.0,,False,False,False,1,2,True,3,2.0,3,5,69,,False,1,1,29.0,0.743697335,2.0,3.0,3.0,1,True,2,2.0
1602,1,3.0,False,,,,True,False,True,3,2,True,3,1.0,2,7,80,,False,1,1,17.0,0.545506396,,3.0,3.0,1,True,2,2.0
1607,1,20.0,True,1.0,1.0,,True,False,True,3,2,True,3,1.0,3,8,48,,False,1,2,26.0,0.520428519,1.0,3.0,2.0,1,False,2,2.0
1610,1,20.0,True,1.0,1.0,,True,False,False,1,2,True,1,,3,6,80,,False,1,2,55.0,0.828489033990003,1.0,1.0,3.0,1,False,2,2.0
1614,2,20.0,True,1.0,2.0,,True,False,False,2,1,False,3,2.0,1,6,27,,False,1,1,18.0,1.200691326,2.0,3.0,1.0,1,True,2,2.0
1616,2,20.0,True,1.0,1.0,,False,False,False,3,2,True,1,,3,3,43,,False,1,1,45.0,1.564753516365,1.0,1.0,2.0,1,True,1,3.0
1620,2,20.0,True,1.0,2.0,,False,False,False,2,2,False,2,,3,7,45,,False,2,1,6.0,0.559344304,2.0,2.0,2.0,2,True,2,4.0
1622,2,13.0,True,1.0,8.0,2.0,False,False,False,3,2,False,3,3.0,3,6,32,,False,1,1,55.0,1.200691326,2.0,3.0,1.0,1,True,2,2.0
1624,1,20.0,True,1.0,2.0,,False,True,True,1,1,True,2,,1,5,70,,False,1,2,26.0,0.824367198,2.0,2.0,3.0,1,False,2,2.0
1638,1,13.0,True,1.0,1.0,,True,False,True,3,2,True,3,1.0,2,7,50,,False,1,2,39.0,0.520428519,1.0,3.0,2.0,1,False,2,2.0
1641,1,20.0,True,1.0,2.0,,False,True,True,1,2,True,2,,3,3,48,,False,1,1,29.0,1.640643418,2.0,2.0,2.0,1,True,1,2.0
1643,2,3.0,True,1.0,2.0,,False,True,False,3,2,False,2,,3,5,70,,False,1,2,26.0,0.824367198,2.0,2.0,3.0,1,False,2,2.0
1644,2,10.0,True,1.0,1.0,,False,False,True,3,2,True,1,,3,3,56,,False,1,1,26.0,1.15379950806,1.0,1.0,3.0,1,True,1,2.0
1646,1,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,1,80,,False,1,1,21.0,1.09495437621,1.0,1.0,3.0,1,True,1,3.0
1652,1,1.0,True,1.0,2.0,,False,False,True,3,2,False,2,,3,8,77,,False,1,2,17.0,0.604678218,2.0,2.0,3.0,1,False,2,2.0
1653,1,20.0,False,,,,False,False,False,3,2,False,3,2.0,1,5,26,,False,1,2,39.0,1.33093195,,3.0,1.0,1,False,2,2.0
1661,2,1.0,True,1.0,6.0,3.0,False,False,False,2,2,False,3,3.0,1,8,50,,False,1,1,17.0,0.469501096,3.0,3.0,2.0,1,True,2,2.0
1663,2,20.0,True,3.0,7.0,2.0,False,False,False,3,1,False,3,3.0,2,4,73,,False,1,2,13.0,1.207687133,2.0,3.0,3.0,1,False,2,3.0
1664,1,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,5,78,,False,1,2,47.0,0.786235118504999,1.0,1.0,3.0,1,False,2,3.0
1667,2,20.0,True,1.0,2.0,,False,True,True,1,2,False,2,,3,7,34,,False,1,2,40.0,0.700105071,2.0,2.0,1.0,1,False,2,3.0
1694,1,20.0,True,1.0,2.0,,False,True,False,1,1,False,2,,4,7,58,,False,2,1,22.0,0.69731913,2.0,2.0,3.0,2,True,2,3.0
1696,1,20.0,True,1.0,1.0,,True,False,True,1,1,False,1,,2,3,65,,False,1,2,1.0,1.213725568665,1.0,1.0,3.0,1,False,1,3.0
1704,2,20.0,True,1.0,2.0,,False,True,True,1,2,False,2,,3,8,60,,True,4,1,48.0,0.931229518,2.0,2.0,3.0,4,True,2,3.0
1706,2,20.0,True,1.0,2.0,,False,False,False,3,1,False,3,3.0,3,8,46,,False,1,2,48.0,0.474236696,2.0,3.0,2.0,1,False,2,3.0
1709,2,20.0,True,1.0,6.0,2.0,False,False,False,2,1,True,3,3.0,1,3,54,,False,2,1,48.0,2.013790687,2.0,3.0,2.0,2,True,1,3.0
1714,2,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,7,60,,False,1,1,48.0,0.499574172645,1.0,1.0,3.0,1,True,2,3.0
1717,2,20.0,False,,,,False,False,True,3,2,False,4,1.0,1,7,35,,False,3,1,35.0,0.842198671,,1.0,2.0,3,True,2,4.0
1730,2,20.0,True,1.0,2.0,,False,False,False,1,2,False,2,,1,8,39,,False,1,2,22.0,0.493886052,2.0,2.0,2.0,1,False,2,3.0
1732,1,16.0,True,1.0,2.0,,False,True,True,1,2,False,2,,1,7,71,,False,1,1,48.0,0.497088729,2.0,2.0,3.0,1,True,2,3.0
1735,2,1.0,True,1.0,1.0,,True,False,False,3,2,True,1,,2,5,38,,False,1,2,40.0,0.984468735405003,1.0,1.0,2.0,1,False,2,3.0
1738,2,13.0,True,2.0,6.0,3.0,False,False,False,2,1,True,3,1.0,2,7,41,,False,1,2,48.0,0.474236696,3.0,3.0,2.0,1,False,2,3.0
1747,2,20.0,True,1.0,2.0,,False,False,False,2,2,False,3,2.0,3,7,52,,False,1,2,22.0,0.493886052,2.0,3.0,2.0,1,False,2,3.0
1756,1,2.0,True,1.0,1.0,,False,False,True,3,2,True,3,1.0,2,6,68,,False,1,1,48.0,0.677688778,1.0,3.0,3.0,1,True,2,3.0
1761,1,20.0,True,1.0,2.0,,False,False,True,2,2,False,2,,2,5,66,,False,2,2,40.0,1.011860937,2.0,2.0,3.0,2,False,2,3.0
1762,2,17.0,True,1.0,1.0,,True,False,True,1,3,True,1,,2,7,49,,True,4,1,48.0,0.805488897449999,1.0,1.0,2.0,4,True,2,3.0
1765,2,20.0,False,,,,False,False,False,3,2,False,3,3.0,1,2,49,,True,4,1,12.0,2.916773411,,3.0,2.0,4,True,1,3.0
1767,1,5.0,True,1.0,2.0,,False,False,True,2,3,False,2,,1,7,34,,False,1,1,48.0,0.631595091,2.0,2.0,1.0,1,True,2,3.0
1768,1,2.0,True,1.0,1.0,,True,False,True,3,2,True,3,1.0,2,3,82,,False,1,1,48.0,1.046160593,1.0,3.0,3.0,1,True,1,3.0
1769,2,12.0,True,1.0,1.0,,False,False,True,3,2,True,3,1.0,3,7,37,,False,5,1,40.0,0.842198671,1.0,3.0,2.0,9,True,2,3.0
1772,2,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,7,48,,False,1,1,5.0,0.447783766935,1.0,1.0,2.0,1,True,2,3.0
1774,1,3.0,True,1.0,1.0,,True,False,True,3,1,False,1,,2,7,65,,False,1,2,48.0,0.5537636631,1.0,1.0,3.0,1,False,2,3.0
1776,1,30.0,True,1.0,1.0,,True,False,True,1,3,True,1,,2,7,84,,False,1,1,48.0,0.499574172645,1.0,1.0,3.0,1,True,2,3.0
1780,2,3.0,True,1.0,2.0,,False,False,True,3,1,False,2,,1,7,42,,False,1,2,17.0,0.520428519,2.0,2.0,2.0,1,False,2,2.0
1783,2,13.0,True,2.0,2.0,,False,False,False,3,2,False,3,3.0,2,8,52,,False,2,2,1.0,0.665262157,2.0,3.0,2.0,2,False,2,3.0
1784,2,20.0,True,1.0,1.0,,True,False,True,1,2,True,4,1.0,2,8,50,,False,9,1,48.0,0.505436777,1.0,1.0,2.0,9,True,2,3.0
1786,2,20.0,True,1.0,2.0,,False,True,True,1,2,False,2,,1,7,41,,False,1,1,17.0,0.469501096,2.0,2.0,2.0,1,True,2,2.0
1789,2,20.0,True,1.0,1.0,,True,False,True,1,2,True,3,1.0,2,7,37,,False,1,2,17.0,0.520428519,1.0,3.0,2.0,1,False,2,2.0
1791,2,30.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,7,45,,False,1,2,1.0,0.49635548226,1.0,1.0,2.0,1,False,2,3.0
1793,2,20.0,True,1.0,2.0,,True,False,False,3,2,False,3,2.0,1,5,30,,False,1,1,47.0,1.139454656,2.0,3.0,1.0,1,True,2,3.0
1795,1,3.0,True,1.0,1.0,,False,False,True,1,2,True,1,,2,3,60,,False,1,2,1.0,1.213725568665,1.0,1.0,3.0,1,False,1,3.0
1796,2,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,7,55,,False,1,2,21.0,0.576708111585,1.0,1.0,3.0,1,False,2,3.0
1797,1,15.0,True,1.0,2.0,,False,False,False,1,2,False,2,,1,8,78,,False,1,1,17.0,0.545506396,2.0,2.0,3.0,1,True,2,2.0
1799,2,20.0,True,1.0,1.0,,False,False,True,3,3,True,3,1.0,2,4,50,,False,1,1,49.0,1.495024361,1.0,3.0,2.0,1,True,2,4.0
1800,2,3.0,True,2.0,8.0,2.0,False,False,False,3,2,True,1,,2,7,29,,False,1,2,4.0,0.703605596354999,2.0,1.0,1.0,1,False,2,4.0
1802,1,2.0,True,1.0,2.0,,False,False,True,3,2,True,2,,3,6,60,,False,1,2,55.0,0.824367198,2.0,2.0,3.0,1,False,2,2.0
1803,1,3.0,True,1.0,1.0,,False,False,False,3,2,True,4,2.0,1,5,40,,False,3,1,17.0,1.909067098,1.0,2.0,2.0,3,True,2,2.0
1804,1,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,3,5,60,,False,1,2,1.0,0.786235118504999,1.0,1.0,3.0,1,False,2,3.0
1805,1,30.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,7,63,,False,1,1,55.0,0.54823392798,1.0,1.0,3.0,1,True,2,2.0
1808,2,30.0,True,1.0,1.0,,True,False,True,3,1,True,1,,3,5,55,,False,1,2,8.0,0.754954596014999,1.0,1.0,3.0,1,False,2,4.0
1810,2,13.0,True,1.0,1.0,,False,False,True,3,2,False,1,,2,5,47,,False,1,2,4.0,0.984468735405003,1.0,1.0,2.0,1,False,2,4.0
1814,2,13.0,True,1.0,1.0,,False,False,True,3,2,True,1,,2,6,57,,False,1,1,8.0,0.681077221890001,1.0,1.0,3.0,1,True,2,4.0
1825,1,2.0,True,1.0,1.0,,False,False,True,1,3,True,3,2.0,3,7,66,,False,1,1,35.0,0.497088729,1.0,3.0,3.0,1,True,2,4.0
1826,2,20.0,True,2.0,1.0,,False,False,True,3,2,True,3,1.0,3,3,55,,False,1,1,55.0,1.148059212,1.0,3.0,3.0,1,True,1,2.0
1828,2,20.0,True,1.0,2.0,,False,False,False,3,2,False,2,,1,6,20,,False,1,2,16.0,1.212802043,2.0,2.0,1.0,1,False,2,4.0
1842,2,30.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,5,89,,False,1,2,49.0,0.754954596014999,1.0,1.0,3.0,1,False,2,4.0
1853,1,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,3,5,49,,True,1,1,6.0,1.614889278015,1.0,1.0,2.0,4,True,2,4.0
1854,1,20.0,True,1.0,2.0,,False,False,True,3,1,False,2,,3,5,62,,False,2,2,6.0,0.98211719,2.0,2.0,3.0,2,False,2,4.0
1855,2,20.0,True,1.0,2.0,,False,True,True,3,2,False,2,,1,8,62,,False,1,2,6.0,0.53481167,2.0,2.0,3.0,1,False,2,4.0
1859,1,14.0,True,1.0,2.0,,False,True,True,1,2,False,2,,1,8,80,,False,1,2,6.0,0.53481167,2.0,2.0,3.0,1,False,2,4.0
1860,2,20.0,True,1.0,1.0,,False,False,True,3,2,True,1,,2,7,30,,True,1,1,4.0,1.18912531635,1.0,1.0,1.0,4,True,2,4.0
1861,2,29.0,True,1.0,2.0,,False,True,False,1,2,False,2,,3,3,22,,False,1,1,8.0,1.859031019,2.0,2.0,1.0,1,True,1,4.0
1862,1,20.0,True,1.0,1.0,,True,False,True,1,3,True,1,,2,7,58,,True,1,2,35.0,1.03740245826,1.0,1.0,3.0,4,False,2,4.0
1863,2,20.0,True,3.0,2.0,,False,False,False,2,2,False,3,3.0,1,6,27,,True,4,1,4.0,2.049690368,2.0,3.0,1.0,4,True,2,4.0
1866,2,20.0,True,1.0,2.0,,False,False,False,3,2,False,2,,2,5,36,,False,1,1,4.0,0.883713296,2.0,2.0,2.0,1,True,2,4.0
1868,2,20.0,False,,,,False,False,True,1,3,True,3,1.0,3,7,32,,False,1,1,33.0,0.628926985,,3.0,1.0,1,True,2,1.0
1870,2,20.0,False,,,,False,False,True,3,2,False,3,3.0,3,8,48,,False,1,2,36.0,0.472233334,,3.0,2.0,1,False,2,1.0
1878,2,20.0,True,2.0,1.0,,True,False,True,3,2,True,4,3.0,1,2,37,,True,4,1,9.0,2.788897615,1.0,3.0,2.0,4,True,1,1.0
1880,2,20.0,True,1.0,2.0,,False,True,True,1,2,False,2,,3,6,69,,False,1,2,23.0,0.748025245,2.0,2.0,3.0,1,False,2,1.0
1884,2,1.0,True,1.0,2.0,,False,True,False,1,1,False,2,,4,7,42,,False,1,2,34.0,0.472233334,2.0,2.0,2.0,1,False,2,1.0
1888,2,20.0,True,1.0,2.0,,False,False,True,2,2,False,2,,3,3,19,,False,1,1,13.0,1.936057454,2.0,2.0,1.0,1,True,1,3.0
1889,2,20.0,False,,,,False,False,True,3,1,True,3,3.0,1,3,39,,True,4,1,34.0,2.788897615,,3.0,2.0,4,True,1,1.0
1895,2,4.0,False,,,,False,False,False,2,2,False,3,2.0,3,7,24,,False,1,2,25.0,0.697147552,,3.0,1.0,1,False,2,1.0
1896,2,20.0,True,1.0,2.0,,False,False,False,2,2,False,1,,3,8,49,,False,1,1,34.0,0.428152243665,2.0,1.0,2.0,1,True,2,1.0
1900,2,3.0,True,1.0,2.0,,False,True,True,1,1,False,3,2.0,3,8,45,,False,2,2,37.0,0.665262157,2.0,3.0,2.0,2,False,2,3.0
1913,2,20.0,False,,,,False,False,True,1,2,True,3,1.0,3,2,18,,False,1,1,37.0,1.936057454,,3.0,1.0,1,True,1,3.0
1917,1,20.0,False,,,,True,False,False,3,1,True,4,9.0,2,3,60,,False,1,2,37.0,1.207687133,,3.0,3.0,1,False,1,3.0
1922,2,20.0,False,,,,True,False,True,1,2,True,1,,2,3,19,,False,1,2,51.0,2.15679456421501,,1.0,1.0,1,False,1,3.0
1929,1,13.0,True,1.0,2.0,,False,False,False,3,2,True,3,2.0,3,7,64,,False,1,2,34.0,0.548680943,2.0,3.0,3.0,1,False,2,1.0
1940,2,20.0,True,3.0,8.0,9.0,False,False,False,3,2,False,3,9.0,2,4,46,,False,1,1,33.0,1.488708791,3.0,3.0,2.0,1,True,2,1.0
1947,1,20.0,True,1.0,8.0,9.0,False,False,False,3,2,True,9,3.0,3,7,70,,False,9,1,12.0,0.611591838,3.0,3.0,3.0,9,True,2,3.0
1953,2,2.0,True,1.0,1.0,,False,False,True,3,1,True,3,3.0,3,8,48,,False,1,2,37.0,0.493886052,1.0,3.0,2.0,1,False,2,3.0
1955,2,30.0,True,1.0,1.0,,False,False,False,3,2,True,1,,2,6,37,,False,1,1,51.0,0.924930404804998,1.0,1.0,2.0,1,True,2,3.0
1959,1,20.0,True,1.0,1.0,,True,False,True,1,2,True,2,,2,3,68,,False,1,2,36.0,1.154740286,1.0,2.0,3.0,1,False,1,1.0
1964,1,20.0,True,1.0,2.0,,False,False,False,3,2,False,2,,4,8,79,,False,1,1,36.0,0.494988831,2.0,2.0,3.0,1,True,2,1.0
1965,2,20.0,False,,,,False,False,True,3,3,False,3,3.0,1,6,68,,False,1,1,24.0,0.674825955,,3.0,3.0,1,True,2,3.0
1967,2,1.0,False,,,,False,False,True,3,1,False,9,9.0,3,8,34,,False,3,2,29.0,1.512422142,,3.0,1.0,3,False,2,2.0
1968,1,13.0,True,1.0,1.0,,True,False,True,1,2,True,1,,3,5,43,,False,1,2,37.0,1.025258865375,1.0,1.0,2.0,1,False,2,3.0
1972,2,3.0,False,,,,False,True,False,9,3,False,4,3.0,4,8,49,,False,1,2,9.0,0.472233334,,3.0,2.0,1,False,2,1.0
1978,2,30.0,False,,,,False,False,False,9,2,False,4,3.0,4,9,25,,False,3,1,25.0,1.53934357,,3.0,1.0,3,True,3,1.0
1986,2,20.0,True,1.0,2.0,,False,False,False,2,1,False,3,2.0,1,6,61,,False,1,1,13.0,0.705767896,2.0,3.0,3.0,1,True,2,3.0
1991,1,20.0,True,1.0,1.0,,False,False,True,3,2,True,1,,3,8,46,,False,1,2,37.0,0.49635548226,1.0,1.0,2.0,1,False,2,3.0
1998,2,30.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,3,33,,False,1,1,37.0,1.94573774127,1.0,1.0,1.0,1,True,1,3.0
1999,2,20.0,False,,,,False,False,True,1,2,False,2,,3,5,42,,False,5,2,23.0,1.92017682,,2.0,2.0,9,False,2,1.0
2001,2,20.0,True,1.0,2.0,,False,False,False,3,3,False,2,,1,7,27,,False,3,1,34.0,1.238066869,2.0,2.0,1.0,3,True,2,1.0
2006,2,20.0,True,2.0,2.0,,False,False,True,2,2,False,2,,1,8,99,2.0,False,2,2,42.0,0.63609605,2.0,2.0,3.0,2,False,2,1.0
2012,2,8.0,True,1.0,1.0,,False,False,True,3,2,True,1,,3,5,46,,False,1,2,36.0,0.980309951939999,1.0,1.0,2.0,1,False,2,1.0
2015,1,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,3,76,,False,1,2,12.0,1.213725568665,1.0,1.0,3.0,1,False,1,3.0
2016,2,1.0,True,1.0,8.0,2.0,False,False,True,2,2,False,3,9.0,3,8,46,,False,2,2,37.0,0.665262157,2.0,3.0,2.0,2,False,2,3.0
2023,2,20.0,True,1.0,1.0,,False,False,True,3,3,True,4,2.0,3,5,47,,False,9,1,42.0,1.039606612,1.0,2.0,2.0,9,True,2,1.0
2028,2,20.0,True,1.0,2.0,,False,False,False,1,2,False,2,,3,8,29,,True,4,1,36.0,1.178210929,2.0,2.0,1.0,4,True,2,1.0
2033,2,20.0,True,4.0,2.0,,False,False,False,2,2,False,2,,1,7,28,,False,2,1,36.0,0.84716165,2.0,2.0,1.0,2,True,2,1.0
2034,1,2.0,True,1.0,2.0,,False,False,True,1,2,True,2,,1,8,75,,False,2,1,37.0,0.69731913,2.0,2.0,3.0,2,True,2,3.0
2037,2,30.0,True,1.0,1.0,,True,False,True,3,2,True,3,3.0,2,5,58,,False,1,1,42.0,0.674825955,1.0,3.0,3.0,1,True,2,1.0
2052,1,20.0,True,1.0,1.0,,False,False,True,3,2,True,3,1.0,2,7,55,,False,1,1,12.0,0.517684928,1.0,3.0,3.0,1,True,2,3.0
2054,1,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,6,58,,False,1,1,12.0,0.709296735480002,1.0,1.0,3.0,1,True,2,3.0
2055,2,20.0,True,1.0,2.0,,False,False,False,3,9,False,3,2.0,3,6,25,,False,2,1,36.0,1.467550262,2.0,3.0,1.0,2,True,2,1.0
2061,2,20.0,True,1.0,1.0,,True,False,True,3,3,True,4,1.0,2,7,31,,False,1,1,12.0,0.657764379,1.0,1.0,1.0,1,True,2,3.0
2066,2,1.0,True,1.0,1.0,,False,False,True,3,2,True,3,1.0,3,7,60,,False,1,1,25.0,0.494988831,1.0,3.0,3.0,1,True,2,1.0
2070,2,20.0,True,1.0,1.0,,False,False,True,1,3,True,3,1.0,2,8,51,,False,1,1,12.0,0.445555987,1.0,3.0,2.0,1,True,2,3.0
2071,1,20.0,True,1.0,1.0,,True,False,True,3,3,False,2,,2,3,50,,False,1,1,54.0,1.556968673,1.0,2.0,2.0,1,True,1,3.0
2076,2,20.0,True,1.0,2.0,,False,True,False,2,2,False,2,,3,7,44,,False,2,2,37.0,0.665262157,2.0,2.0,2.0,2,False,2,3.0
2077,2,16.0,True,1.0,2.0,,False,False,True,3,2,False,2,,1,7,49,,False,1,2,36.0,0.472233334,2.0,2.0,2.0,1,False,2,1.0
2078,2,20.0,True,1.0,2.0,,False,True,True,1,2,True,2,,1,7,37,,False,2,2,24.0,0.63609605,2.0,2.0,2.0,2,False,2,3.0
2083,1,10.0,True,3.0,2.0,,False,True,False,2,1,False,4,3.0,3,7,56,,False,9,2,36.0,0.648210463,2.0,3.0,3.0,9,False,2,1.0
2085,2,20.0,True,1.0,2.0,,False,False,False,2,2,False,2,,1,8,33,,False,3,2,25.0,1.372361668,2.0,2.0,1.0,3,False,2,1.0
2089,2,20.0,True,1.0,1.0,,False,False,True,1,3,True,3,3.0,3,7,49,,False,1,2,9.0,0.472233334,1.0,3.0,2.0,1,False,2,1.0
2092,1,20.0,True,1.0,2.0,,False,True,True,1,2,False,2,,1,6,71,,False,1,1,36.0,0.674825955,2.0,2.0,3.0,1,True,2,1.0
2096,2,20.0,True,1.0,8.0,9.0,False,False,False,2,2,True,1,,3,6,64,,False,1,2,34.0,0.751765371225,3.0,1.0,3.0,1,False,2,1.0
2097,2,20.0,True,1.0,1.0,,False,False,True,3,2,True,1,,1,7,44,,False,1,2,44.0,0.47459450067,1.0,1.0,2.0,1,False,2,1.0
2103,2,13.0,True,1.0,1.0,,False,False,True,2,3,True,3,1.0,3,4,29,,False,1,2,13.0,2.146064243,1.0,3.0,1.0,1,False,2,3.0
2104,1,20.0,True,1.0,1.0,,True,False,True,1,2,True,3,1.0,2,8,77,,False,1,2,26.0,0.604678218,1.0,3.0,3.0,1,False,2,2.0
2105,2,13.0,True,1.0,1.0,,False,False,False,3,1,True,3,3.0,2,7,57,,False,2,1,24.0,0.666747595,1.0,3.0,3.0,2,True,2,3.0
2109,1,20.0,True,1.0,2.0,,False,True,True,3,2,True,3,2.0,3,7,56,,True,1,1,24.0,0.927295639,2.0,3.0,3.0,4,True,2,3.0
2110,1,2.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,5,66,,False,1,2,36.0,0.751765371225,1.0,1.0,3.0,1,False,2,1.0
2111,1,20.0,True,3.0,2.0,,False,False,True,3,2,False,1,,1,3,50,,False,1,1,36.0,1.496152334955,2.0,1.0,2.0,1,True,1,1.0
2120,2,20.0,True,1.0,2.0,,False,False,False,3,1,False,2,,1,6,22,,False,2,1,12.0,1.534839989,2.0,2.0,1.0,2,True,2,3.0
2124,2,15.0,True,1.0,1.0,,False,False,False,3,2,True,3,3.0,3,7,45,,True,4,1,13.0,0.834689791,1.0,3.0,2.0,4,True,2,3.0
2125,1,20.0,True,1.0,1.0,,False,False,True,3,2,True,4,1.0,2,7,99,3.0,False,1,1,12.0,0.517684928,1.0,1.0,3.0,1,True,2,3.0
2128,2,20.0,True,1.0,1.0,,True,False,True,1,3,True,1,,3,5,51,,False,1,2,12.0,1.025258865375,1.0,1.0,2.0,1,False,2,3.0
2132,1,9.0,True,1.0,2.0,,False,True,True,3,2,False,2,,1,8,44,,False,1,2,36.0,0.472233334,2.0,2.0,2.0,1,False,2,1.0
2133,1,28.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,3,37,,False,1,1,42.0,1.496152334955,1.0,1.0,2.0,1,True,1,1.0
2135,1,20.0,True,1.0,1.0,,True,False,True,1,1,True,3,1.0,2,8,54,,False,1,2,47.0,0.493886052,1.0,3.0,2.0,1,False,2,3.0
2136,1,30.0,True,1.0,1.0,,True,False,False,3,2,True,1,,1,3,81,,False,1,2,12.0,1.213725568665,1.0,1.0,3.0,1,False,1,3.0
2137,2,20.0,True,1.0,1.0,,True,False,True,3,3,True,1,,2,7,40,,False,1,2,18.0,0.523030661595,1.0,1.0,2.0,1,False,2,2.0
2138,2,20.0,True,1.0,2.0,,False,True,True,1,2,False,2,,3,8,41,,False,1,2,45.0,0.493886052,2.0,2.0,2.0,1,False,2,3.0
2146,2,28.0,True,3.0,7.0,1.0,False,False,False,3,2,True,4,3.0,2,8,37,,False,1,1,55.0,0.469501096,1.0,3.0,2.0,1,True,2,2.0
2147,2,30.0,True,1.0,1.0,,False,False,True,9,2,True,1,,2,5,33,,False,2,1,51.0,1.542514188945,1.0,1.0,1.0,2,True,2,3.0
2158,2,20.0,False,,,,False,False,False,2,2,True,3,1.0,3,8,33,,False,1,1,39.0,0.693114009,,3.0,1.0,1,True,2,2.0
2159,2,29.0,True,1.0,1.0,,True,False,True,3,1,True,1,,2,7,35,,False,1,1,37.0,0.447783766935,1.0,1.0,2.0,1,True,2,3.0
2176,2,20.0,True,1.0,1.0,,True,False,True,1,2,True,1,,2,4,34,,False,1,1,17.0,2.050305747105,1.0,1.0,1.0,1,True,2,2.0
2177,1,14.0,True,1.0,2.0,,False,True,True,1,2,False,2,,1,8,50,,False,1,2,17.0,0.520428519,2.0,2.0,2.0,1,False,2,2.0
2179,2,30.0,False,,,,False,False,False,3,9,True,4,3.0,4,3,27,,False,1,1,55.0,2.040105221,,3.0,1.0,1,True,1,2.0
2183,1,20.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,7,40,,True,1,2,,0.913997194725002,1.0,1.0,2.0,4,False,2,
2190,2,20.0,True,1.0,2.0,,False,False,False,3,1,False,4,2.0,1,6,27,,False,1,1,55.0,1.200691326,2.0,2.0,1.0,1,True,2,2.0
2202,2,29.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,3,90,,False,1,2,55.0,1.278953712795,1.0,1.0,3.0,1,False,1,2.0
2204,1,20.0,True,1.0,1.0,,True,False,True,1,1,True,1,,2,7,70,,False,1,2,21.0,0.576708111585,1.0,1.0,3.0,1,False,2,3.0
2211,1,30.0,True,1.0,1.0,,True,False,True,3,2,True,1,,2,6,67,,False,1,1,17.0,0.747415821674999,1.0,1.0,3.0,1,True,2,2.0
