age_recoded,race_recoded,male,education_recoded,STATEFIP,mrp_subgroup_estimate,mrp_subgroup_estimate_se
1,1,False,1,1,0.6604799628762548,0.03115849206626163
1,1,False,1,2,0.6711488632500544,0.03498567376166155
1,1,False,1,4,0.6181207381425737,0.031602698554857846
1,1,False,1,5,0.5973054288167773,0.042911957512861414
1,1,False,1,6,0.45998885209110285,0.02788458109159758
1,1,False,1,8,0.545639245597619,0.040950505052252416
1,1,False,1,9,0.47313910445025886,0.03084731350849603
1,1,False,1,10,0.5060498373846,0.03839418818475735
1,1,False,1,11,0.32294750418126444,0.07580002368811067
1,1,False,1,12,0.5895193656005775,0.025536543537189038
1,1,False,1,13,0.5985598109106628,0.029487369551584847
1,1,False,1,15,0.4625978890470846,0.034483347555729835
1,1,False,1,16,0.67704853111280106,0.033652303506061874
1,1,False,1,17,0.4854461297043155,0.030479713684874926
1,1,False,1,18,0.590235825693866,0.029032028864257788
1,1,False,1,19,0.6026257084373983,0.02987948346859171
1,1,False,1,20,0.6482812069138375,0.03344428299500264
1,1,False,1,21,0.6176593057591742,0.029518660273744612
1,1,False,1,22,0.6107924665296967,0.031146398600835873
1,1,False,1,23,0.5404784198782563,0.04188104973433987
1,1,False,1,24,0.4408733323595274,0.03518332305428283
1,1,False,1,25,0.41857884896915776,0.03714475125904229
1,1,False,1,26,0.5481211960796776,0.038627141254662635
1,1,False,1,27,0.5106976919132692,0.038588179199878885
1,1,False,1,28,0.579746032752789,0.04279372905525022
1,1,False,1,29,0.5716281714365975,0.04080525531525573
1,1,False,1,30,0.6496962656056394,0.03338412829020868
1,1,False,1,31,0.6459979530186483,0.03298076896548754
1,1,False,1,32,0.5756156187600745,0.03015208008753686
1,1,False,1,33,0.5907072709742203,0.031158631849031435
1,1,False,1,34,0.497973366458779,0.03312920475549105
1,1,False,1,35,0.4989999428523029,0.037303780724281706
1,1,False,1,36,0.4538066260843538,0.027659893979225976
1,1,False,1,37,0.5774148137750259,0.029922921045641517
1,1,False,1,38,0.6920865961757449,0.03925101629771165
1,1,False,1,39,0.603549123429375,0.026664231724541895
1,1,False,1,40,0.6478636415603571,0.03142969946100841
1,1,False,1,41,0.4998279351994004,0.03634079205950883
1,1,False,1,42,0.5641036878440697,0.028228403858422575
1,1,False,1,44,0.46988780668017743,0.034822624201412286
1,1,False,1,45,0.6395840731855391,0.03274935296473775
1,1,False,1,46,0.6496147851942999,0.035323722139350686
1,1,False,1,47,0.6344770118730715,0.031170127948429563
1,1,False,1,48,0.5865339930158309,0.028311658167370773
1,1,False,1,49,0.6866721706274295,0.037545903038940585
1,1,False,1,50,0.46529279050561395,0.03467237701515495
1,1,False,1,51,0.5527384386095043,0.03859941829674588
1,1,False,1,53,0.4835678516918716,0.03279859136258949
1,1,False,1,54,0.6197049225195893,0.03111135439474525
1,1,False,1,55,0.5868752019128352,0.02885030030337569
1,1,False,1,56,0.6955488121438181,0.039494748764377995
1,1,False,3,1,0.5858152748506354,0.034193238410111605
1,1,False,3,2,0.5974917759525109,0.03838461478584729
1,1,False,3,4,0.540607307789033,0.034082158466143625
1,1,False,3,5,0.5191342451039214,0.045061784522360523
1,1,False,3,6,0.38235256925764083,0.026424489637837875
1,1,False,3,8,0.4663245364517536,0.04100405860578335
1,1,False,3,9,0.39497916861010407,0.030210272481924552
1,1,False,3,10,0.42700779965816366,0.037776664797355766
1,1,False,3,11,0.2587872767189804,0.06715250619186983
1,1,False,3,12,0.5106734740350625,0.026926598884065706
1,1,False,3,13,0.5201135748203467,0.03128728420233678
1,1,False,3,15,0.38495391705347004,0.03271945884752797
1,1,False,3,16,0.603901864304273,0.037363111599578655
1,1,False,3,17,0.4067990435237522,0.029428176076029766
1,1,False,3,18,0.5114746189931444,0.03046883729639809
1,1,False,3,19,0.524345552200796,0.032097784575633295
1,1,False,3,20,0.5727115869729291,0.036298471100444374
1,1,False,3,21,0.5400827584648983,0.03143262517527103
1,1,False,3,22,0.5329076999361694,0.033339720878088806
1,1,False,3,23,0.4611727111460083,0.04186994182421224
1,1,False,3,24,0.36442948858505814,0.03320949108825103
1,1,False,3,25,0.3436767566446799,0.03468185937954748
1,1,False,3,26,0.46876522204392423,0.038969142704788025
1,1,False,3,27,0.43156064148584566,0.03761284846082204
1,1,False,3,28,0.5010044524906964,0.0444036581938494
1,1,False,3,29,0.49263468810494615,0.04217519936749967
1,1,False,3,30,0.5742207397356383,0.036634521375890884
1,1,False,3,31,0.5702464426084259,0.03580601810341732
1,1,False,3,32,0.49646352906741226,0.03160924736278353
1,1,False,3,33,0.5120099421739068,0.03305812271411365
1,1,False,3,34,0.4190108143022219,0.032685183670693514
1,1,False,3,35,0.4200935321608678,0.03644233903452209
1,1,False,3,36,0.37648335785966686,0.026158358819076723
1,1,False,3,37,0.49830227771995,0.03160887151281386
1,1,False,3,38,0.6205865948446136,0.043646695034329136
1,1,False,3,39,0.5252467368012557,0.028623734612139733
1,1,False,3,40,0.5722085982271381,0.034525177208479516
1,1,False,3,41,0.4208719428776919,0.03522901855632836
1,1,False,3,42,0.48468658197869746,0.029515945583661767
1,1,False,3,44,0.3919355216337714,0.03369084394951667
1,1,False,3,45,0.5633805622288074,0.03576302850128953
1,1,False,3,46,0.5741771890245895,0.03874051063565234
1,1,False,3,47,0.5579028013897067,0.03390525486466339
1,1,False,3,48,0.5076405558371427,0.029649907505157017
1,1,False,3,49,0.6145820103585372,0.04138051940464305
1,1,False,3,50,0.3875375926573909,0.03336914742874854
1,1,False,3,51,0.4734092574141732,0.03904626319153751
1,1,False,3,53,0.40502668183936147,0.03144259519977907
1,1,False,3,54,0.5422702736168125,0.033399609390615766
1,1,False,3,55,0.5080035451059804,0.030184063690728853
1,1,False,3,56,0.6244241665146995,0.04421204068895873
1,1,True,1,1,0.6766757414708532,0.03290537783852188
1,1,True,1,2,0.68702877867547,0.0366404511545792
1,1,True,1,4,0.6352680926990228,0.033468737298326404
1,1,True,1,5,0.6147538243642893,0.044205778207362614
1,1,True,1,6,0.4783760543753896,0.031056648900754717
1,1,True,1,8,0.5637446281426831,0.04287015160890366
1,1,True,1,9,0.49154900590741857,0.033666421705030196
1,1,True,1,10,0.5244069667159208,0.04049208827472102
1,1,True,1,11,0.3390226550530236,0.07843840567463364
1,1,True,1,12,0.6071714645651005,0.028531604383787917
1,1,True,1,13,0.6160551418767022,0.03185233921125362
1,1,True,1,15,0.48096454312254394,0.03703112321929071
1,1,True,1,16,0.6927947437443586,0.03504825235993718
1,1,True,1,17,0.5038716348908326,0.033332414004310244
1,1,True,1,18,0.6078655671670526,0.031544044730727944
1,1,True,1,19,0.6200507720163743,0.03223397110721219
1,1,True,1,20,0.6647668600511416,0.0349950224643313
1,1,True,1,21,0.6348188642397479,0.03169342003204527
1,1,True,1,22,0.6280703190374528,0.03333529429051457
1,1,True,1,23,0.5586188348791731,0.04380084482250179
1,1,True,1,24,0.4591209054689501,0.03785905976546293
1,1,True,1,25,0.43663131941110506,0.03982735973233587
1,1,True,1,26,0.5662190887791717,0.0405261206033681
1,1,True,1,27,0.5290370087977494,0.04080286472512738
1,1,True,1,28,0.597455102339862,0.04429642379231854
1,1,True,1,29,0.5894581411251499,0.04255029162247746
1,1,True,1,30,0.666144615691555,0.0351332641762272
1,1,True,1,31,0.6625418397558253,0.03453136722350267
1,1,True,1,32,0.5934515831784025,0.03246397893860396
1,1,True,1,33,0.6083119818022438,0.03365671108261593
1,1,True,1,34,0.5163768928583131,0.03563206709575183
1,1,True,1,35,0.5173782375555819,0.039348890734083486
1,1,True,1,36,0.4721634393062082,0.03057065676357014
1,1,True,1,37,0.5952285732121386,0.032240717732761104
1,1,True,1,38,0.7073958271510628,0.039677805505992786
1,1,True,1,39,0.6209655648513196,0.029480053094859113
1,1,True,1,40,0.6643613017195577,0.03322979896368856
1,1,True,1,41,0.5182095445071044,0.038548558840167085
1,1,True,1,42,0.5820829285357607,0.03121144720219755
1,1,True,1,44,0.4882734639022068,0.037492505869244186
1,1,True,1,45,0.6562522652726505,0.03481370645493557
1,1,True,1,46,0.6660562020386945,0.03676206435227975
1,1,True,1,47,0.6512853302327567,0.03302365989104107
1,1,True,1,48,0.6042259267451239,0.030878052562299804
1,1,True,1,49,0.7021442728341345,0.03819166751814659
1,1,True,1,50,0.4836651140272004,0.03692429391931922
1,1,True,1,51,0.5707860924075098,0.040981221326801126
1,1,True,1,53,0.5019808493504891,0.03544998745860874
1,1,True,1,54,0.6368246468718061,0.03297368738941904
1,1,True,1,55,0.6045649409122381,0.03117208417442066
1,1,True,1,56,0.7107504908547247,0.040026448365283955
1,1,True,3,1,0.6035039909709389,0.03580762338927429
1,1,True,3,2,0.614966512667812,0.04003648464946493
1,1,True,3,4,0.5588099711673039,0.03569762353274761
1,1,True,3,5,0.5374035485115904,0.04638096426586178
1,1,True,3,6,0.39997221633941304,0.029022930286330375
1,1,True,3,8,0.4846640442619699,0.04287670157476276
1,1,True,3,9,0.41276843358964216,0.03255205507655092
1,1,True,3,10,0.44512825117812355,0.039681758680251984
1,1,True,3,11,0.2729988948987924,0.06988131582584206
1,1,True,3,12,0.5290702928597049,0.029489071043417994
1,1,True,3,13,0.5384535265867788,0.033359646968257925
1,1,True,3,15,0.40258604617506644,0.03490677427617405
1,1,True,3,16,0.6212890616262993,0.03868641755684306
1,1,True,3,17,0.42474695381976724,0.031835796476072785
1,1,True,3,18,0.5298547602132024,0.03267042389010847
1,1,True,3,19,0.5426599198811749,0.03414742889123907
1,1,True,3,20,0.5905685647059334,0.03775104925403445
1,1,True,3,21,0.5582986054604333,0.03335604589511859
1,1,True,3,22,0.5511648767471196,0.035268015440872616
1,1,True,3,23,0.47948752954524876,0.043761531336920075
1,1,True,3,24,0.38170989615100365,0.035524401943330834
1,1,True,3,25,0.3605339937139399,0.03701688556382815
1,1,True,3,26,0.48712161499316103,0.04077514319492566
1,1,True,3,27,0.44972335956769216,0.039664371754368315
1,1,True,3,28,0.5193382942842437,0.045925490955525075
1,1,True,3,29,0.5109977025287719,0.043866679973102306
1,1,True,3,30,0.5920566401216036,0.038241418213515815
1,1,True,3,31,0.5881366643456831,0.03724147353970168
1,1,True,3,32,0.5148767876179823,0.03359539657494309
1,1,True,3,33,0.5303744581897512,0.035295540422520616
1,1,True,3,34,0.43707697922407324,0.03483593117484835
1,1,True,3,35,0.4381481933740217,0.038271528788670725
1,1,True,3,36,0.39399942185516335,0.028495749949419703
1,1,True,3,37,0.5167148163040535,0.033584467433545546
1,1,True,3,38,0.6376443257636308,0.04410305032665875
1,1,True,3,39,0.5435683441669028,0.03107610096244978
1,1,True,3,40,0.5900757078082308,0.036187218063506915
1,1,True,3,41,0.43894327792112164,0.037208290364267115
1,1,True,3,42,0.5031169078291667,0.03207575959979889
1,1,True,3,44,0.40966911358769825,0.03601387309731151
1,1,True,3,45,0.5813404131498413,0.037725066319304966
1,1,True,3,46,0.5919987637435231,0.040122595616550585
1,1,True,3,47,0.5759422092544648,0.03557648071405606
1,1,True,3,48,0.526039929732995,0.03185368206317605
1,1,True,3,49,0.6317654340168798,0.04205346118032879
1,1,True,3,50,0.4051961324789495,0.03527777976226699
1,1,True,3,51,0.49178308434642704,0.04132162554318633
1,1,True,3,53,0.4229411834243566,0.03374572295347775
1,1,True,3,54,0.560462945847188,0.03501987752735576
1,1,True,3,55,0.5264003958857446,0.03215000304471538
1,1,True,3,56,0.6414046580513296,0.04475239251706294
1,2,False,1,1,0.21660993242845306,0.03177490473160463
1,2,False,1,2,0.22538277632963943,0.03625655648454065
1,2,False,1,4,0.18705313468442858,0.02879856244403064
1,2,False,1,5,0.17493752234344823,0.031804089153200585
1,2,False,1,6,0.10779337085483738,0.016422085691876528
1,2,False,1,8,0.1462750520517331,0.02627147504505755
1,2,False,1,9,0.11307998345517987,0.017988664952976442
1,2,False,1,10,0.1273474041546482,0.022448045313363
1,2,False,1,11,0.0650180630408446,0.02297996132341603
1,2,False,1,12,0.1691221879444259,0.023477287794403286
1,2,False,1,13,0.1746700350362756,0.025612606066414533
1,2,False,1,15,0.10905176133114614,0.018546506859913933
1,2,False,1,16,0.22998257096381908,0.03604654067920769
1,2,False,1,17,0.11815263827335777,0.018912866947073628
1,2,False,1,18,0.16979564649187212,0.025399746136990163
1,2,False,1,19,0.17719680279058317,0.02653614227824592
1,2,False,1,20,0.20780854546769734,0.032171635682100144
1,2,False,1,21,0.18661189224419436,0.027743513401357032
1,2,False,1,22,0.18237465782404663,0.0279733796821319
1,2,False,1,23,0.14372058095486814,0.026025415354444137
1,2,False,1,24,0.10079722271442013,0.017311676965148272
1,2,False,1,25,0.09294602964403814,0.016922196031648844
1,2,False,1,26,0.1473535082441245,0.025320974081195678
1,2,False,1,27,0.12950729073520886,0.023259301253042614
1,2,False,1,28,0.1646715285413975,0.030045152417517776
1,2,False,1,29,0.1599930011301439,0.02846282599572475
1,2,False,1,30,0.20886148089177498,0.03244207311182781
1,2,False,1,31,0.2060976030078961,0.03143525068717499
1,2,False,1,32,0.16154220647041462,0.024725868043390848
1,2,False,1,33,0.17020162846661668,0.026528522436989662
1,2,False,1,34,0.12353712073366815,0.020113992619460033
1,2,False,1,35,0.12422969717098097,0.021857786643565687
1,2,False,1,36,0.1054114733515086,0.01608548218380857
1,2,False,1,37,0.1624775652233131,0.02444019200774733
1,2,False,1,38,0.24331574851596408,0.04146616966309588
1,2,False,1,39,0.17755101682264307,0.02504206031353396
1,2,False,1,40,0.2073278302244298,0.0311076183970366
1,2,False,1,41,0.12452530726500437,0.0215248959670602
1,2,False,1,42,0.1551882064019265,0.02329367562753418
1,2,False,1,44,0.11194649893966646,0.019111454706958783
1,2,False,1,45,0.2014948825074764,0.030440584951472668
1,2,False,1,46,0.2089846042662682,0.03347483496932304
1,2,False,1,47,0.19790641757961264,0.029875196871141978
1,2,False,1,48,0.16759572035826797,0.024749574756632902
1,2,False,1,49,0.23849850993450256,0.04008921326139002
1,2,False,1,50,0.11011509094814624,0.01876051366577525
1,2,False,1,51,0.1497179229848966,0.025624529520920897
1,2,False,1,53,0.11743376385346331,0.019167570744206826
1,2,False,1,54,0.18806912827143898,0.028905230721496238
1,2,False,1,55,0.16783283751843295,0.025117181977845886
1,2,False,1,56,0.24641283283923116,0.04225943417329582
