STATEFIP,age_recoded,race_recoded,male,education_recoded,PERWT,STATEFP,state,e_votes,dem,republican,dem advantage,n,rating
17,1,1,False,3,3051.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,1,True,1,820051.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,1,True,3,3605.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,2,False,1,228092.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,2,False,3,1508.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,2,True,1,221173.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,2,True,3,2362.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,3,False,1,92664.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,3,False,3,913.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,3,True,1,93639.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,3,True,3,368.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,4,False,1,284015.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,4,False,3,4050.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,4,True,1,301264.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,4,True,3,6177.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,9,False,1,42414.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,9,False,3,337.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,9,True,1,41130.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,1,9,True,3,165.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,1,False,1,983123.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,1,False,3,5407.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,1,True,1,985338.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,1,True,3,5765.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,2,False,1,235454.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,2,False,3,2270.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,2,True,1,199666.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,2,True,3,2324.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,3,False,1,107422.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,3,False,3,2555.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,3,True,1,98011.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,3,True,3,2224.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,4,False,1,267998.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,4,False,3,14905.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,4,True,1,288713.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,4,True,3,18192.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,9,False,1,29111.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,9,False,3,331.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,9,True,1,27034.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,2,9,True,3,427.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,1,False,1,1434119.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,1,False,3,12250.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,1,True,1,1234622.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,1,True,3,10377.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,2,False,1,255989.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,2,False,3,4218.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,2,True,1,183521.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,2,True,3,3572.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,3,False,1,83770.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,3,False,3,6542.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,3,True,1,69446.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,3,True,3,3280.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,4,False,1,132887.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,4,False,3,24048.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,4,True,1,128289.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,4,True,3,21195.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,9,False,1,20760.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,9,False,3,734.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,9,True,1,17659.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
17,3,9,True,3,316.0,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18,1,1,False,1,561184.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,1,False,3,2873.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,1,True,1,575412.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,1,True,3,3431.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,2,False,1,80965.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,2,False,3,860.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,2,True,1,81067.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,2,True,3,488.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,3,False,1,25072.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,3,False,3,671.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,3,True,1,28432.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,3,True,3,899.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,4,False,1,59484.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,4,False,3,1171.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,4,True,1,63669.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,4,True,3,1745.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,9,False,1,23856.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,9,False,3,186.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,9,True,1,25094.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,1,9,True,3,215.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,1,False,1,656231.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,1,False,3,4770.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,1,True,1,651234.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,1,True,3,4633.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,2,False,1,80363.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,2,False,3,1120.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,2,True,1,72529.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,2,True,3,621.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,3,False,1,21526.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,3,False,3,2096.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,3,True,1,20026.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,3,True,3,1044.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,4,False,1,53234.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,4,False,3,3316.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,4,True,1,58778.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,4,True,3,4855.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,9,False,1,14996.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,9,False,3,168.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,9,True,1,13736.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,2,9,True,3,303.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,1,False,1,900370.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,1,False,3,7295.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,1,True,1,775944.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,1,True,3,7189.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,2,False,1,74746.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,2,False,3,1302.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,2,True,1,56806.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,2,True,3,1054.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,3,False,1,10489.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,3,False,3,1808.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,3,True,1,8797.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,3,True,3,1146.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,4,False,1,24195.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,4,False,3,2130.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,4,True,1,23458.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,4,True,3,2244.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,9,False,1,13902.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,9,False,3,85.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,9,True,1,11074.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
18,3,9,True,3,515.0,18,indiana,11.0,41,43,-2,"3,578",Competitive
19,1,1,False,1,279006.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,1,False,3,950.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,1,True,1,289710.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,1,True,3,960.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,2,False,1,15263.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,2,False,3,318.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,2,True,1,18251.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,2,True,3,363.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,3,False,1,13699.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,3,False,3,325.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,3,True,1,15021.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,3,True,3,303.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,4,False,1,27037.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,4,False,3,323.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,4,True,1,27352.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,4,True,3,636.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,9,False,1,10298.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,9,False,3,27.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,9,True,1,12024.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,1,9,True,3,33.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,1,False,1,320351.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,1,False,3,1032.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,1,True,1,322970.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,1,True,3,1327.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,2,False,1,11301.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,2,False,3,824.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,2,True,1,14298.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,2,True,3,661.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,3,False,1,10379.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,3,False,3,1467.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,3,True,1,10835.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,3,True,3,581.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,4,False,1,18504.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,4,False,3,2066.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,4,True,1,22059.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,4,True,3,2692.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,9,False,1,7605.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,9,False,3,82.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,9,True,1,7081.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,2,9,True,3,83.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,1,False,1,479107.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,1,False,3,2059.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,1,True,1,418795.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,1,True,3,2753.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,2,False,1,7008.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,2,False,3,657.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,2,True,1,6178.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,2,True,3,135.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,3,False,1,4628.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,3,False,3,1250.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,3,True,1,3521.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,3,True,3,991.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,4,False,1,7929.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,4,False,3,1236.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,4,True,1,7727.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,4,True,3,1300.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,9,False,1,4482.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,9,False,3,99.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,9,True,1,3708.0,19,iowa,6.0,42,42,0,"2,126",Competitive
19,3,9,True,3,157.0,19,iowa,6.0,42,42,0,"2,126",Competitive
20,1,1,False,1,229317.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,1,False,3,858.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,1,True,1,242411.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,1,True,3,1047.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,2,False,1,18410.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,2,False,3,279.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,2,True,1,25291.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,2,True,3,451.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,3,False,1,13158.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,3,False,3,123.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,3,True,1,13943.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,3,True,3,106.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,4,False,1,46294.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,4,False,3,820.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,4,True,1,49964.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,4,True,3,1819.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,9,False,1,16644.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,9,False,3,114.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,9,True,1,15111.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,1,9,True,3,66.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,1,False,1,262419.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,1,False,3,1187.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,1,True,1,262366.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,1,True,3,1509.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,2,False,1,18036.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,2,False,3,363.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,2,True,1,21582.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,2,True,3,372.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,3,False,1,12954.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,3,False,3,794.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,3,True,1,11191.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,3,True,3,393.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,4,False,1,35933.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,4,False,3,2776.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,4,True,1,39288.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,4,True,3,3693.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,9,False,1,11119.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,9,False,3,94.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,9,True,1,10235.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,2,9,True,3,138.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,1,False,1,386574.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,1,False,3,2260.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,1,True,1,335859.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,1,True,3,2098.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,2,False,1,19137.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,2,False,3,387.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,2,True,1,16693.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,2,True,3,385.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,3,False,1,6868.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,3,False,3,990.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,3,True,1,5969.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,3,True,3,893.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,4,False,1,16893.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,4,False,3,2951.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,4,True,1,16867.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,4,True,3,2499.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,9,False,1,8805.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,9,False,3,52.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,9,True,1,7945.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
20,3,9,True,3,64.0,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
21,1,1,False,1,397470.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,1,False,3,1767.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,1,True,1,407736.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,1,True,3,3059.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,2,False,1,45038.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,2,False,3,353.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,2,True,1,48974.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,2,True,3,422.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,3,False,1,10208.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,3,False,3,279.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,3,True,1,9012.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,3,True,3,202.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,4,False,1,20594.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,4,False,3,695.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,4,True,1,25055.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,4,True,3,875.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,9,False,1,14670.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,9,False,3,78.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,9,True,1,15085.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,1,9,True,3,63.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,1,False,1,482457.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,1,False,3,3106.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,1,True,1,469737.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,1,True,3,4192.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,2,False,1,43049.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,2,False,3,752.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,2,True,1,42894.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,2,True,3,725.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,3,False,1,10540.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,3,False,3,972.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,3,True,1,9037.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,3,True,3,1035.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,4,False,1,16109.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,4,False,3,995.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,4,True,1,20832.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,4,True,3,1650.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,9,False,1,10315.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,9,False,3,118.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,9,True,1,9126.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,2,9,True,3,126.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,1,False,1,638351.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,1,False,3,8725.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,1,True,1,541357.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,1,True,3,10842.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,2,False,1,45562.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,2,False,3,798.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,2,True,1,36844.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,2,True,3,616.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,3,False,1,5378.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,3,False,3,650.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,3,True,1,3706.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,3,True,3,338.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,4,False,1,7754.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,4,False,3,382.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,4,True,1,8103.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,4,True,3,632.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,9,False,1,8131.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,9,False,3,213.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,9,True,1,6437.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
21,3,9,True,3,182.0,21,kentucky,8.0,41,45,-4,"2,508",Competitive
22,1,1,False,1,287561.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,1,False,3,1835.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,1,True,1,293823.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,1,True,3,2473.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,2,False,1,198065.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,2,False,3,1233.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,2,True,1,189899.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,2,True,3,1773.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,3,False,1,9924.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,3,False,3,209.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,3,True,1,11445.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,3,True,3,32.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,4,False,1,28082.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,4,False,3,720.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,4,True,1,35701.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,4,True,3,1170.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,9,False,1,15188.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,9,False,3,51.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,9,True,1,14511.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,1,9,True,3,123.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,1,False,1,340935.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,1,False,3,2801.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,1,True,1,337816.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,1,True,3,3855.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,2,False,1,188043.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,2,False,3,1714.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,2,True,1,160426.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,2,True,3,2648.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
22,2,3,False,1,11979.0,22,louisiana,8.0,40,43,-3,"2,589",Competitive
