age_recoded,race_recoded,male,education_recoded,STATEFIP,mrp_subgroup_estimate,mrp_subgroup_estimate_se
1,1,0,1,1,0.388137442843259,0.01872240140770508
1,1,0,1,2,0.4363237603170161,0.03981765998905458
1,1,0,1,4,0.4551323472584275,0.016966766068531026
1,1,0,1,5,0.4407664993893614,0.024617559066767776
1,1,0,1,6,0.5455853432975707,0.01113494995809797
1,1,0,1,8,0.5628895249210512,0.018910173967184744
1,1,0,1,9,0.5615694854020075,0.02274206273603326
1,1,0,1,10,0.5349213982918374,0.03353388258091428
1,1,0,1,11,0.7633697018317562,0.038562701667799425
1,1,0,1,12,0.45014588364665514,0.011113098766550894
1,1,0,1,13,0.40156287546119773,0.014522079600765538
1,1,0,1,15,0.6002042044506786,0.03735786922202818
1,1,0,1,16,0.4249178003917864,0.030058973895234802
1,1,0,1,17,0.5190033034113556,0.014674701863928354
1,1,0,1,18,0.4641344617199571,0.016557441257637327
1,1,0,1,19,0.5143019830321053,0.022481626434132596
1,1,0,1,20,0.49432188343165373,0.02593299428876889
1,1,0,1,21,0.4148011992975865,0.01903189683017293
1,1,0,1,22,0.4098504754770377,0.022145586281926383
1,1,0,1,23,0.5260260024220094,0.030397254622883195
1,1,0,1,24,0.5181532653603593,0.020268794814098906
1,1,0,1,25,0.6563262879853138,0.016437679417815036
1,1,0,1,26,0.4766039751714114,0.01567628490543812
1,1,0,1,27,0.5059160987171647,0.020865067826194454
1,1,0,1,28,0.3526091232944279,0.02484987336169365
1,1,0,1,29,0.4695142797843226,0.016446577442696966
1,1,0,1,30,0.4703472942990463,0.033050176005803365
1,1,0,1,31,0.4856009569398326,0.030930411795029304
1,1,0,1,32,0.48631478491354013,0.02174840966755072
1,1,0,1,33,0.494936553558549,0.027850827766253243
1,1,0,1,34,0.4872505022095951,0.01659813096789258
1,1,0,1,35,0.5053011610265906,0.029012949505106363
1,1,0,1,36,0.573111338946482,0.011292412170314042
1,1,0,1,37,0.4463295496603462,0.014627678584318538
1,1,0,1,38,0.3850820192105545,0.038211330728129385
1,1,0,1,39,0.498384111737394,0.013200444129232233
1,1,0,1,40,0.38701921568034364,0.022799410644939202
1,1,0,1,41,0.6154974493939689,0.018586396074414688
1,1,0,1,42,0.4717771242904991,0.011780984650973108
1,1,0,1,44,0.617660013273762,0.03533296956044851
1,1,0,1,45,0.4029345825217014,0.01833082544452318
1,1,0,1,46,0.41404405780161085,0.03782798020878295
1,1,0,1,47,0.4230351760239056,0.01620509339410438
1,1,0,1,48,0.4733594013147784,0.01136995997853011
1,1,0,1,49,0.49331383552424196,0.024576315887928038
1,1,0,1,50,0.5835988833120412,0.03847521883823337
1,1,0,1,51,0.44684116339479185,0.016639841919551833
1,1,0,1,53,0.6204337148412624,0.016142950703709528
1,1,0,1,54,0.35502043568320957,0.02571975293390893
1,1,0,1,55,0.4632882627769424,0.018042436050163264
1,1,0,1,56,0.3760243383232464,0.04164801065034871
1,1,0,3,1,0.5262241380383645,0.019601209041406806
1,1,0,3,2,0.5747543222054208,0.039357886193002206
1,1,0,3,4,0.5939709499836959,0.01624077006632484
