RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,approve_trump,approve_biden,trump_stamina,biden_stamina,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,STATEFIP,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity,mrp_subgroup_estimate_se,prop_small,propensity_fix
2759,2,2,True,1.0,False,False,True,False,False,3.0,3,2.0,3,8,61,,False,1,2,12,0.5577706329,12,1,3.0,3,1,False,3,3,0.4550999808665094,0.0360106900661803,0.4017733184599421,0.4550999808665094
2780,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,8,65,,False,1,2,29,0.624432763780002,29,0,2.0,3,1,False,3,2,0.4778209488468953,0.0360106900661803,0.4017733184599421,0.4778209488468953
2803,2,2,True,1.0,True,False,True,False,True,1.0,1,,2,5,86,,False,1,1,55,0.8998543326,55,1,1.0,3,1,True,3,2,0.5206281264184341,0.0404990786070361,0.4940945771976026,0.5206281264184341
2839,2,2,True,2.0,False,False,True,True,True,3.0,3,3.0,3,2,31,,False,1,2,39,1.15551955435,39,1,3.0,1,1,False,1,2,0.576610103638431,0.0696848596049658,0.5334219750154965,0.576610103638431
2895,2,3,True,1.0,False,False,True,True,False,1.0,2,,3,5,53,,False,2,2,8,1.14387834166,8,0,2.0,2,2,False,3,4,0.0890040205193165,0.0322803864060858,0.0790572171433126,0.0890040205193165
2904,1,2,True,1.0,False,True,False,True,True,1.0,2,,2,3,70,,False,2,1,36,1.40701794944,36,0,2.0,3,2,True,1,1,0.1126845469147589,0.0757416998767623,0.1962305673010076,0.1126845469147589
2910,1,1,True,1.0,False,False,False,True,False,2.0,4,3.0,2,8,46,,False,1,2,21,0.5187381311,21,0,3.0,2,1,False,3,3,0.4493269675359666,0.039194595384413,0.4092546370180767,0.4493269675359666
2913,1,2,True,3.0,False,False,False,False,False,3.0,2,,3,5,62,,False,1,1,36,0.97620227134,36,0,2.0,3,1,True,3,1,0.3724183358334684,0.0404990786070361,0.4940945771976026,0.3724183358334684
2953,1,2,True,1.0,False,True,False,True,True,1.0,2,,1,5,41,,False,2,1,36,0.8884324492,36,0,2.0,2,2,True,3,1,0.0719520438474888,0.0448124559875541,0.113641149893248,0.0719520438474888
3044,2,3,True,1.0,False,False,True,False,False,1.0,4,1.0,1,7,42,,False,1,1,34,0.4883343957,34,1,1.0,2,1,True,3,1,0.4250267705185299,0.040626894432691,0.5017550319222035,0.4250267705185299
3053,2,2,True,1.0,False,False,False,True,False,1.0,3,2.0,3,7,64,,False,1,2,37,0.5577706329,37,0,3.0,3,1,False,3,3,0.4372159059540661,0.0360106900661803,0.4017733184599421,0.4372159059540661
3088,1,2,True,1.0,False,False,False,True,True,3.0,2,,1,6,50,,False,2,1,1,0.848232144239998,1,0,2.0,2,2,True,3,3,0.2059095156297386,0.0448124559875541,0.113641149893248,0.2059095156297386
3128,2,2,True,1.0,False,False,True,False,True,3.0,1,,4,2,99,1.0,False,9,2,53,1.35735808542,53,1,1.0,3,9,False,1,4,0.5347123238294641,0.1556640109235701,0.6484443098244922,0.5347123238294641
3165,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,4,4,62,,False,2,1,39,1.207968111,39,0,3.0,3,2,True,3,2,0.1399207830608355,0.0443865352369907,0.1107553113143782,0.1399207830608355
3266,1,2,True,1.0,False,True,False,True,True,1.0,1,,3,7,57,,False,1,1,36,0.56376920922,36,0,1.0,3,1,True,3,1,0.3724183358334684,0.0404990786070361,0.4940945771976026,0.3724183358334684
3281,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,7,75,,False,1,1,42,0.58587780566,42,0,2.0,3,1,True,3,1,0.4215544614086422,0.0404990786070361,0.4940945771976026,0.4215544614086422
3291,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,8,67,,False,1,1,25,0.58587780566,25,0,2.0,3,1,True,3,1,0.3085351844616011,0.0404990786070361,0.4940945771976026,0.3085351844616011
3315,1,2,True,1.0,True,False,True,False,True,1.0,1,,2,3,65,,False,1,1,48,1.50237647016,48,1,1.0,3,1,True,1,3,0.7290214131107206,0.0534926909646688,0.6383140764053872,0.7290214131107206
3336,2,3,True,2.0,False,False,True,True,True,3.0,3,2.0,3,6,30,,False,2,1,48,1.71177631569999,48,0,3.0,1,2,True,3,3,0.1667236800785293,0.04167206136608,0.0983132717059409,0.1667236800785293
3356,2,9,True,1.0,False,False,False,True,False,1.0,2,,2,5,52,,True,4,1,48,1.33487074226,48,0,2.0,2,4,True,3,3,0.5487783798304777,0.0772709396529376,0.4368002123547066,0.5487783798304777
3411,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,5,76,,False,1,2,22,1.0369806955,22,0,2.0,3,1,False,3,3,0.48946143576217,0.0360106900661803,0.4017733184599421,0.48946143576217
3420,2,2,True,1.0,False,False,True,False,False,3.0,1,,3,7,62,,True,4,1,48,0.88337723934,48,1,1.0,3,4,True,3,3,0.5478901036248187,0.079589750723407,0.4295447375457845,0.5478901036248187
3452,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,7,78,,False,1,1,48,0.677987873060001,48,0,2.0,3,1,True,3,3,0.6220719570570443,0.0404990786070361,0.4940945771976026,0.6220719570570443
3549,1,3,True,1.0,True,False,True,False,True,1.0,1,,2,8,50,,True,4,2,12,0.754144749959999,12,1,1.0,2,4,False,3,3,0.383519292806694,0.0747412700957758,0.3549324737949213,0.383519292806694
3574,2,2,True,1.0,False,False,True,False,False,3.0,3,1.0,3,8,76,,False,1,2,9,0.584205082100002,9,1,3.0,3,1,False,3,1,0.2996353425651843,0.0360106900661803,0.4017733184599421,0.2996353425651843
3629,2,2,True,1.0,False,False,True,True,False,2.0,3,2.0,3,8,38,,True,4,2,48,0.851339358349997,48,0,3.0,2,4,False,3,3,0.4639526632660223,0.0747412700957758,0.3549324737949213,0.4639526632660223
3669,1,2,True,1.0,False,True,False,True,True,1.0,2,,1,7,64,,False,1,2,36,0.651849881080001,36,0,2.0,3,1,False,3,1,0.2960016146071869,0.0360106900661803,0.4017733184599421,0.2960016146071869
3689,1,2,True,1.0,False,False,False,False,False,2.0,1,,3,6,52,,False,1,2,39,0.873709995539998,39,0,1.0,2,1,False,3,2,0.4713294352555879,0.039194595384413,0.4092546370180767,0.4713294352555879
3849,1,2,True,1.0,False,True,False,True,True,3.0,3,2.0,1,8,47,,False,1,2,55,0.5204702984,55,0,3.0,2,1,False,3,2,0.4358795725851693,0.039194595384413,0.4092546370180767,0.4358795725851693
3998,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,8,60,,True,4,1,4,0.88337723934,4,1,1.0,3,4,True,3,4,0.4836139752984087,0.079589750723407,0.4295447375457845,0.4836139752984087
4039,2,3,True,1.0,True,False,True,False,True,1.0,1,,4,7,67,,False,1,2,54,0.59886952164,54,1,1.0,3,1,False,3,3,0.4837276919715755,0.0360106900661803,0.4017733184599421,0.4837276919715755
4069,2,1,True,1.0,False,True,False,True,True,1.0,1,,4,8,35,,False,1,1,42,0.52431693012,42,0,1.0,2,1,True,3,1,0.4223256932793138,0.040626894432691,0.5017550319222035,0.4223256932793138
4076,2,2,True,1.0,False,False,True,False,True,1.0,1,,3,3,37,,False,1,2,53,1.2369069678,53,1,1.0,2,1,False,1,4,0.4659533957238788,0.0632724964544724,0.5607102200935249,0.4659533957238788
4131,1,1,True,1.0,False,False,False,False,True,1.0,2,,1,3,53,,False,2,2,36,1.41388013398,36,0,2.0,2,2,False,1,1,0.08352048588497,0.0667133938188161,0.1489889958702193,0.08352048588497
4334,2,3,True,1.0,False,False,False,True,False,2.0,2,,3,7,23,,False,1,2,29,0.781038715619999,29,0,2.0,1,1,False,3,2,0.4621010692194855,0.0491269541711467,0.3689259300784175,0.4621010692194855
4359,2,1,True,1.0,True,False,True,False,True,1.0,3,1.0,2,6,48,,False,9,2,12,0.896522991400001,12,1,3.0,2,9,False,3,3,0.52653207513438,0.1230039301711664,0.4864516248744941,0.52653207513438
4377,2,1,True,1.0,False,False,False,True,True,1.0,2,,2,7,58,,False,2,2,42,0.679794492539998,42,0,2.0,3,2,False,3,1,0.0635714888324137,0.0314726948325369,0.0768634545783466,0.0635714888324137
4475,2,2,True,1.0,False,False,False,True,False,2.0,3,2.0,3,7,47,,False,1,1,18,0.4677948181,18,0,3.0,2,1,True,3,2,0.5573732765932292,0.040626894432691,0.5017550319222035,0.5573732765932292
4517,1,2,True,1.0,False,True,False,True,True,1.0,2,,1,6,48,,False,1,2,29,0.907973132619999,29,0,2.0,2,1,False,3,2,0.4785632470460366,0.039194595384413,0.4092546370180767,0.4785632470460366
4597,2,2,True,1.0,False,False,False,True,True,1.0,4,2.0,3,3,64,,False,2,2,8,1.6235766703,8,0,2.0,3,2,False,1,4,0.1378319377629034,0.0606466708135542,0.141918767178789,0.1378319377629034
4637,1,1,True,1.0,False,False,False,True,True,2.0,3,2.0,3,8,54,,False,2,2,34,0.5666147947,34,0,3.0,2,2,False,3,1,0.0642304506947672,0.0322803864060858,0.0790572171433126,0.0642304506947672
4738,1,2,True,1.0,True,False,True,False,True,3.0,1,,3,7,46,,False,1,2,18,0.55882074144,18,1,1.0,2,1,False,3,2,0.4716990220141222,0.039194595384413,0.4092546370180767,0.4716990220141222
4959,1,1,True,1.0,False,False,True,False,False,1.0,3,1.0,2,6,53,,False,1,1,39,0.731391979299999,39,1,3.0,2,1,True,3,2,0.5570800305522267,0.040626894432691,0.5017550319222035,0.5570800305522267
4962,1,2,True,1.0,False,False,False,True,False,1.0,3,2.0,3,7,48,,True,1,1,51,0.631302633599999,51,0,3.0,2,4,True,3,3,0.4606324090008035,0.0772709396529376,0.4368002123547066,0.4606324090008035
5066,2,2,True,1.0,True,False,False,True,False,3.0,2,,1,8,51,,False,2,2,36,0.632222823559998,36,0,2.0,2,2,False,3,1,0.0521114111698418,0.0322803864060858,0.0790572171433126,0.0521114111698418
5128,2,2,True,1.0,True,False,True,False,True,1.0,1,,3,8,78,,False,1,2,21,0.59886952164,21,1,1.0,3,1,False,3,3,0.4485138039294085,0.0360106900661803,0.4017733184599421,0.4485138039294085
5171,2,1,True,1.0,False,True,False,True,True,1.0,2,,3,8,38,,False,1,2,42,0.606233761579999,42,0,2.0,2,1,False,3,1,0.3417688421057913,0.039194595384413,0.4092546370180767,0.3417688421057913
5354,1,2,True,1.0,False,False,False,True,True,1.0,3,3.0,3,8,46,,False,1,2,48,0.628742386449999,48,0,3.0,2,1,False,3,3,0.5394033872886684,0.039194595384413,0.4092546370180767,0.5394033872886684
5377,1,2,True,1.0,False,False,False,True,True,3.0,1,,3,7,50,,False,1,1,24,0.52431693012,24,0,1.0,2,1,True,3,3,0.3212500800328622,0.040626894432691,0.5017550319222035,0.3212500800328622
5479,2,3,True,1.0,True,False,True,False,True,2.0,1,,4,3,53,,False,1,1,1,1.11950649372,1,1,1.0,2,1,True,1,3,0.7616597945460637,0.0578346671219618,0.6490764245733576,0.7616597945460637
5520,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,8,49,,False,1,2,36,0.606233761579999,36,0,2.0,2,1,False,3,1,0.2967990850981584,0.039194595384413,0.4092546370180767,0.2967990850981584
5545,2,3,True,1.0,False,False,False,False,True,3.0,4,1.0,2,8,49,,False,1,1,48,0.565108962049998,48,1,1.0,2,1,True,3,3,0.6229298669181195,0.040626894432691,0.5017550319222035,0.6229298669181195
5577,2,1,True,1.0,False,True,False,True,True,1.0,2,,3,8,54,,False,1,1,45,0.52022340588,45,0,2.0,2,1,True,3,3,0.6370296055115561,0.040626894432691,0.5017550319222035,0.6370296055115561
5584,2,1,True,1.0,False,False,False,False,False,1.0,3,3.0,1,8,44,,True,1,2,37,0.7023897181,37,0,3.0,2,4,False,3,3,0.3670640926861067,0.0747412700957758,0.3549324737949213,0.3670640926861067
5709,2,2,True,1.0,False,False,False,True,False,1.0,2,,1,8,24,,False,3,2,13,1.76440226216,13,0,2.0,1,3,False,3,3,0.2728226871767395,0.0859946327305842,0.2102156445868293,0.2728226871767395
5732,2,1,True,1.0,False,False,False,True,False,1.0,4,2.0,3,6,48,,True,2,2,6,1.09054303135,6,0,2.0,2,4,False,3,4,0.2353383230893355,0.0747412700957758,0.3549324737949213,0.2353383230893355
5774,1,3,True,1.0,False,False,True,False,False,1.0,3,1.0,2,8,49,,False,2,1,51,0.48622544225,51,1,3.0,2,2,True,3,3,0.1316950963799541,0.0448124559875541,0.113641149893248,0.1316950963799541
5788,2,2,True,1.0,False,False,False,True,False,1.0,2,,3,8,46,,False,1,1,24,0.54487837836,24,0,2.0,2,1,True,3,3,0.3212500800328622,0.040626894432691,0.5017550319222035,0.3212500800328622
5864,2,1,True,1.0,False,True,False,True,True,3.0,3,2.0,4,3,32,,False,1,2,39,1.15551955435,39,0,3.0,1,1,False,1,2,0.576610103638431,0.0696848596049658,0.5334219750154965,0.576610103638431
5877,2,2,True,1.0,False,False,True,True,True,3.0,4,1.0,2,3,41,,False,1,1,45,1.0426776167,45,1,1.0,2,1,True,1,3,0.7400119835578209,0.0578346671219618,0.6490764245733576,0.7400119835578209
5905,2,2,True,1.0,True,False,True,False,False,3.0,1,,4,6,50,,True,1,1,12,1.05976349232,12,1,1.0,2,4,True,3,3,0.4663607538603229,0.0772709396529376,0.4368002123547066,0.4663607538603229
5935,2,2,True,2.0,False,False,True,False,True,1.0,3,1.0,3,3,24,,False,1,1,54,1.03511589315,54,1,3.0,1,1,True,1,3,0.6680388239228725,0.0649377019640003,0.6232752821548939,0.6680388239228725
5941,1,2,True,1.0,False,False,False,True,True,1.0,3,3.0,1,7,34,,True,1,1,48,1.02909748925,48,0,3.0,1,4,True,3,3,0.5316846774741976,0.0774964155730101,0.3959243556474406,0.5316846774741976
5951,1,2,True,1.0,False,False,True,False,False,3.0,4,1.0,2,5,50,,False,5,1,48,2.002625783,48,1,1.0,2,9,True,3,3,0.6810949016367053,0.1196344414230905,0.5615960989441215,0.6810949016367053
5956,1,2,True,1.0,False,False,False,True,False,1.0,2,,4,3,33,,False,1,1,21,1.15497141762,21,0,2.0,1,1,True,1,3,0.636101858492326,0.0649377019640003,0.6232752821548939,0.636101858492326
5958,2,2,True,1.0,False,False,True,False,True,3.0,1,,3,5,19,,False,1,2,55,1.62314487408,55,1,1.0,1,1,False,3,2,0.4190749879155485,0.0491269541711467,0.3689259300784175,0.4190749879155485
5960,1,3,True,4.0,True,False,False,False,False,2.0,1,,2,3,48,,False,1,1,47,1.11950649372,47,1,1.0,2,1,True,1,3,0.7657642177718258,0.0578346671219618,0.6490764245733576,0.7657642177718258
5971,1,2,True,1.0,False,False,False,True,True,1.0,3,9.0,2,5,54,,False,2,1,6,0.754922450449999,6,0,3.0,2,2,True,3,4,0.0703644820136697,0.0448124559875541,0.113641149893248,0.0703644820136697
5993,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,3,53,,True,4,1,6,1.50531179352,6,1,1.0,2,4,True,1,4,0.4150722960903069,0.1256792027458527,0.4857144663296094,0.4150722960903069
6006,1,2,True,1.0,False,False,False,True,False,2.0,3,2.0,1,5,19,,True,4,2,6,2.02596896165,6,0,3.0,1,4,False,3,4,0.2233317621310605,0.0738819762987432,0.3176068230824714,0.2233317621310605
6018,1,2,True,1.0,False,False,False,True,True,1.0,2,,2,6,45,,True,1,2,6,1.21681643498,6,0,2.0,2,4,False,3,4,0.2353383230893355,0.0747412700957758,0.3549324737949213,0.2353383230893355
6020,1,2,True,1.0,False,True,False,True,True,1.0,3,2.0,1,8,31,,False,1,1,41,0.622689946899998,41,0,3.0,1,1,True,3,4,0.3916387671573075,0.0503518404480937,0.4589593559582667,0.3916387671573075
6027,2,2,True,4.0,False,False,False,False,False,2.0,1,,2,7,24,,False,1,1,25,0.705160914599999,25,1,1.0,1,1,True,3,1,0.2948902775331469,0.0503518404480937,0.4589593559582667,0.2948902775331469
6028,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,1,6,80,,False,1,2,33,0.973415143049998,33,0,3.0,3,1,False,3,1,0.4298188209877201,0.0360106900661803,0.4017733184599421,0.4298188209877201
6031,2,2,True,1.0,False,False,True,True,False,3.0,3,2.0,1,8,40,,False,2,1,9,0.5092691467,9,0,3.0,2,2,True,3,1,0.0734675483290708,0.0448124559875541,0.113641149893248,0.0734675483290708
6032,2,3,True,1.0,True,False,True,True,True,3.0,3,2.0,1,7,21,,False,1,1,25,0.6567675185,25,0,3.0,1,1,True,3,1,0.2948902775331469,0.0503518404480937,0.4589593559582667,0.2948902775331469
6033,2,2,True,1.0,False,False,False,True,True,1.0,3,2.0,3,8,57,,False,1,1,25,0.52507916545,25,0,3.0,3,1,True,3,1,0.3085351844616011,0.0404990786070361,0.4940945771976026,0.3085351844616011
6036,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,4,26,,False,1,2,13,1.23653407212,13,1,1.0,1,1,False,3,3,0.4431089697391634,0.0491269541711467,0.3689259300784175,0.4431089697391634
6037,2,1,True,1.0,False,True,True,True,True,1.0,3,2.0,4,6,62,,False,2,2,13,0.969211286650003,13,0,3.0,3,2,False,3,3,0.0991145743786758,0.0314726948325369,0.0768634545783466,0.0991145743786758
6039,2,1,True,1.0,False,False,True,False,True,3.0,3,1.0,2,8,37,,False,1,1,37,0.4662379581,37,1,3.0,2,1,True,3,3,0.5236085585052256,0.040626894432691,0.5017550319222035,0.5236085585052256
6041,2,2,True,1.0,False,False,False,False,True,2.0,2,,3,8,43,,False,2,2,37,0.60361564002,37,0,2.0,2,2,False,3,3,0.0922505657254934,0.0322803864060858,0.0790572171433126,0.0922505657254934
6042,2,1,True,1.0,False,False,False,False,False,2.0,3,2.0,1,7,46,,False,1,1,34,0.4883343957,34,0,3.0,2,1,True,3,1,0.4250267705185299,0.040626894432691,0.5017550319222035,0.4250267705185299
6044,2,1,True,1.0,False,False,False,True,True,3.0,2,,1,3,62,,False,2,2,13,1.4946189899,13,0,2.0,3,2,False,1,3,0.1530575221411806,0.0606466708135542,0.141918767178789,0.1530575221411806
6045,2,1,True,2.0,False,False,True,True,False,3.0,4,3.0,3,8,32,,False,1,2,36,0.730722046899998,36,1,3.0,1,1,False,3,1,0.2827919369388688,0.0491269541711467,0.3689259300784175,0.2827919369388688
6047,2,2,True,1.0,False,False,False,True,False,3.0,2,,3,7,38,,False,1,1,51,0.52022340588,51,0,2.0,2,1,True,3,3,0.5353671591137025,0.040626894432691,0.5017550319222035,0.5353671591137025
6071,2,1,True,1.0,True,False,True,False,True,1.0,1,,3,3,29,,False,1,2,45,1.23653407212,45,1,1.0,1,1,False,1,3,0.6541039739825771,0.0696848596049658,0.5334219750154965,0.6541039739825771
6085,2,2,True,1.0,False,False,True,False,True,1.0,1,,4,7,56,,False,1,1,13,0.53825945394,13,1,1.0,3,1,True,3,3,0.5451203533209816,0.0404990786070361,0.4940945771976026,0.5451203533209816
6086,2,2,True,1.0,False,False,True,False,True,1.0,4,1.0,4,3,49,,False,1,1,51,1.0426776167,51,1,1.0,2,1,True,1,3,0.6520518584147699,0.0578346671219618,0.6490764245733576,0.6520518584147699
6104,1,2,True,1.0,False,True,False,True,True,3.0,2,,3,7,75,,False,2,2,42,0.679794492539998,42,0,2.0,3,2,False,3,1,0.0635714888324137,0.0314726948325369,0.0768634545783466,0.0635714888324137
6106,1,2,True,1.0,False,True,False,True,True,3.0,2,,1,7,76,,False,1,2,12,0.622354600919999,12,0,2.0,3,1,False,3,3,0.4550999808665094,0.0360106900661803,0.4017733184599421,0.4550999808665094
6124,2,3,True,1.0,False,False,False,False,False,2.0,3,1.0,3,8,34,,False,1,1,37,0.627049722049998,37,0,3.0,1,1,True,3,3,0.5063560245134366,0.0503518404480937,0.4589593559582667,0.5063560245134366
6138,1,2,True,1.0,False,False,False,True,True,3.0,2,,1,8,54,,False,3,1,17,1.18307012658,17,0,2.0,2,3,True,3,2,0.2348069535219203,0.102035583125416,0.2990853678244126,0.2348069535219203
6163,2,1,True,1.0,False,False,False,True,False,2.0,1,,3,7,65,,False,1,2,42,0.62725177236,42,0,1.0,3,1,False,3,1,0.3409866427186349,0.0360106900661803,0.4017733184599421,0.3409866427186349
6261,2,2,True,2.0,False,False,True,False,False,2.0,3,3.0,3,7,22,,False,1,2,44,0.730722046899998,44,1,3.0,1,1,False,3,1,0.3237810217374434,0.0491269541711467,0.3689259300784175,0.3237810217374434
6281,2,1,True,1.0,False,True,False,True,True,1.0,1,,3,7,65,,False,1,1,42,0.56376920922,42,0,1.0,3,1,True,3,1,0.4215544614086422,0.0404990786070361,0.4940945771976026,0.4215544614086422
6307,2,2,True,1.0,False,False,False,True,True,1.0,3,2.0,1,5,60,,False,1,2,9,0.973415143049998,9,0,3.0,3,1,False,3,1,0.2996353425651843,0.0360106900661803,0.4017733184599421,0.2996353425651843
6313,2,2,True,1.0,False,False,False,True,True,3.0,2,,3,7,31,,False,1,2,36,0.815331968120002,36,0,2.0,1,1,False,3,1,0.2827919369388688,0.0491269541711467,0.3689259300784175,0.2827919369388688
6329,1,2,True,1.0,True,False,True,False,True,3.0,2,,4,7,71,,False,1,2,36,0.651849881080001,36,1,2.0,3,1,False,3,1,0.2960016146071869,0.0360106900661803,0.4017733184599421,0.2960016146071869
6400,2,2,True,2.0,True,False,True,False,True,3.0,3,1.0,2,6,26,,False,1,2,51,1.5067213427,51,1,3.0,1,1,False,3,3,0.4335365025406018,0.0491269541711467,0.3689259300784175,0.4335365025406018
6506,2,2,True,1.0,False,False,False,True,False,2.0,2,,3,7,24,,False,1,1,11,0.732814283800002,11,0,2.0,1,1,True,3,3,0.1790048600720692,0.0503518404480937,0.4589593559582667,0.1790048600720692
6548,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,6,36,,False,1,2,24,0.947839724140002,24,0,2.0,2,1,False,3,3,0.2517646755436417,0.039194595384413,0.4092546370180767,0.2517646755436417
6567,2,2,True,1.0,False,False,False,True,True,1.0,2,,1,8,40,,False,1,2,36,0.606233761579999,36,0,2.0,2,1,False,3,1,0.2967990850981584,0.039194595384413,0.4092546370180767,0.2967990850981584
6571,2,1,True,1.0,False,False,False,True,True,3.0,4,2.0,2,7,35,,False,2,2,51,0.54097628115,51,0,2.0,2,2,False,3,3,0.0972864864568377,0.0322803864060858,0.0790572171433126,0.0972864864568377
6582,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,7,79,,False,1,2,42,0.651849881080001,42,0,2.0,3,1,False,3,1,0.3409866427186349,0.0360106900661803,0.4017733184599421,0.3409866427186349
6612,2,3,True,1.0,True,False,True,False,True,1.0,1,,4,5,47,,False,1,1,47,0.78267052998,47,1,1.0,2,1,True,3,3,0.6682583551937024,0.040626894432691,0.5017550319222035,0.6682583551937024
6634,2,2,True,2.0,False,False,False,False,False,3.0,4,1.0,3,3,42,,False,1,1,25,1.09209328505,25,0,1.0,2,1,True,1,1,0.4229721679824785,0.0578346671219618,0.6490764245733576,0.4229721679824785
6649,1,1,True,1.0,False,False,True,False,False,1.0,2,,3,8,50,,True,2,1,36,0.737784534760002,36,1,2.0,2,4,True,3,1,0.3073208680539348,0.0772709396529376,0.4368002123547066,0.3073208680539348
6670,2,2,True,1.0,False,False,True,False,True,3.0,3,1.0,4,7,46,,False,1,2,51,0.5187381311,51,1,3.0,2,1,False,3,3,0.4503902352147687,0.039194595384413,0.4092546370180767,0.4503902352147687
6801,2,2,True,1.0,False,False,False,True,True,1.0,4,1.0,3,6,37,,True,1,1,6,0.9801719335,6,0,1.0,2,4,True,3,4,0.302054782413266,0.0772709396529376,0.4368002123547066,0.302054782413266
6865,2,2,True,1.0,False,False,False,True,True,3.0,2,,1,6,21,,False,1,2,24,1.76086023718,24,0,2.0,1,1,False,3,3,0.23918017710235,0.0491269541711467,0.3689259300784175,0.23918017710235
6887,2,2,True,4.0,False,False,False,False,False,3.0,3,3.0,1,6,37,,False,1,1,1,0.728957846550001,1,1,3.0,2,1,True,3,3,0.662833898417016,0.040626894432691,0.5017550319222035,0.662833898417016
6936,2,2,True,2.0,False,False,False,False,False,2.0,3,3.0,3,5,18,,False,1,1,51,1.3542298925,51,1,3.0,1,1,True,3,3,0.5182128090604752,0.0503518404480937,0.4589593559582667,0.5182128090604752
6983,2,2,True,1.0,False,False,False,True,False,1.0,1,,3,6,59,,False,1,1,30,1.08704869836,30,0,1.0,3,1,True,3,4,0.6298809142071319,0.0404990786070361,0.4940945771976026,0.6298809142071319
6994,2,1,True,1.0,False,False,False,True,False,1.0,2,,2,8,54,,False,2,2,24,0.632222823559998,24,0,2.0,2,2,False,3,3,0.0423183670892029,0.0322803864060858,0.0790572171433126,0.0423183670892029
6999,2,3,True,1.0,False,False,True,False,True,3.0,1,,4,8,48,,True,1,1,51,0.677819669760002,51,1,1.0,2,4,True,3,3,0.4606324090008035,0.0772709396529376,0.4368002123547066,0.4606324090008035
7013,2,2,True,1.0,True,False,True,False,True,3.0,1,,4,8,60,,False,1,2,28,0.59886952164,28,1,1.0,3,1,False,3,3,0.5013583655278312,0.0360106900661803,0.4017733184599421,0.5013583655278312
7030,2,3,True,1.0,False,False,True,True,False,2.0,3,2.0,3,6,35,,False,1,2,48,0.983031707100002,48,0,3.0,2,1,False,3,3,0.5394033872886684,0.039194595384413,0.4092546370180767,0.5394033872886684
7096,2,2,True,1.0,True,False,True,False,True,1.0,1,,4,8,39,,False,1,2,51,0.55696094076,51,1,1.0,2,1,False,3,3,0.4503902352147687,0.039194595384413,0.4092546370180767,0.4503902352147687
7111,2,2,True,2.0,False,False,False,True,False,1.0,2,,1,8,45,,False,3,2,13,1.31190761988,13,0,2.0,2,3,False,3,3,0.2858355777728153,0.0908425491898477,0.2383888487950067,0.2858355777728153
7123,2,2,True,2.0,True,False,True,False,True,1.0,3,1.0,4,4,48,,True,4,1,25,1.4787328113,25,1,3.0,2,4,True,3,1,0.2512137237330101,0.0772709396529376,0.4368002123547066,0.2512137237330101
7130,2,2,True,1.0,False,False,True,False,False,3.0,4,1.0,3,4,36,,False,1,1,34,1.09209328505,34,1,1.0,2,1,True,3,1,0.4250267705185299,0.040626894432691,0.5017550319222035,0.4250267705185299
7265,2,1,True,1.0,False,False,False,True,False,3.0,2,,1,8,51,,False,3,1,13,1.17913277248,13,0,2.0,2,3,True,3,3,0.3581847671755646,0.102035583125416,0.2990853678244126,0.3581847671755646
7271,2,3,True,1.0,True,False,True,False,True,1.0,1,,3,5,32,,False,1,1,12,1.454015253,12,1,1.0,1,1,True,3,3,0.5244918424646512,0.0503518404480937,0.4589593559582667,0.5244918424646512
7292,2,2,True,1.0,False,False,True,True,True,2.0,4,2.0,3,5,40,,False,1,2,42,0.849478998049998,42,0,2.0,2,1,False,3,1,0.3417688421057913,0.039194595384413,0.4092546370180767,0.3417688421057913
7326,1,3,True,1.0,False,False,True,False,False,3.0,2,,1,3,82,,False,2,2,37,1.4946189899,37,1,2.0,3,2,False,1,3,0.1424943735053002,0.0606466708135542,0.141918767178789,0.1424943735053002
7357,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,5,90,,False,1,2,51,0.9978493485,51,1,1.0,3,1,False,3,3,0.4496128421898675,0.0360106900661803,0.4017733184599421,0.4496128421898675
7377,2,1,True,1.0,False,True,False,True,True,3.0,2,,1,7,54,,False,1,2,42,0.606233761579999,42,0,2.0,2,1,False,3,1,0.3417688421057913,0.039194595384413,0.4092546370180767,0.3417688421057913
7393,2,2,True,1.0,False,True,True,True,False,1.0,1,,2,7,46,,True,4,1,48,0.821558955120002,48,1,1.0,2,4,True,3,3,0.5487783798304777,0.0772709396529376,0.4368002123547066,0.5487783798304777
