"","STATEFIP","male","race_recoded","education_recoded","age_recoded","mean","lower","upper"
"663","15","False","9","1","1",0.000258231931223567,0.000227438779447062,0.000290153885031261
"664","15","False","9","3","1",4.2924103529829e-07,3.36487873767635e-07,5.21145495693708e-07
"665","15","True","9","1","1",0.000252432179517037,0.00022180525324026,0.000283870252632876
"666","15","True","9","3","1",2.06187595742005e-06,1.60264738678223e-06,2.51136530334356e-06
"667","15","False","1","1","2",0.000190951518958175,0.000172214032853227,0.000209242319298116
"668","15","False","1","3","2",8.01082777724882e-07,5.68671876787433e-07,1.02148672347862e-06
"669","15","True","1","1","2",0.000222740304062208,0.000201163418288236,0.000244765899042774
"670","15","True","1","3","2",1.12363539656592e-06,7.71910446247118e-07,1.45136367793077e-06
"671","15","False","2","1","2",1.75794927324408e-05,1.59534690559108e-05,1.91862527243576e-05
"672","15","False","2","3","2",8.5107600890806e-07,6.57060903590255e-07,1.03738746321563e-06
"673","15","True","2","1","2",3.03972656912917e-05,2.74110296409095e-05,3.32904289242878e-05
"674","15","True","2","3","2",1.9606544454371e-07,1.49459000531129e-07,2.3955733200169e-07
"675","15","False","3","1","2",0.000612643223602573,0.000523300307698194,0.000701901485942668
"676","15","False","3","3","2",1.05887920527755e-05,7.76926099745342e-06,1.33190651246376e-05
"677","15","True","3","1","2",0.000511775290136204,0.000435475513290988,0.000590428736696331
"678","15","True","3","3","2",7.76824621891167e-06,5.65574102107629e-06,9.78854803462652e-06
"679","15","False","4","1","2",9.82341867850133e-05,8.71947414189571e-05,0.000109758037369465
"680","15","False","4","3","2",7.92324591802243e-07,5.66406610651754e-07,1.0039966124537e-06
"681","15","True","4","1","2",9.39265835725504e-05,8.28306831903118e-05,0.000105083824216038
"682","15","True","4","3","2",1.03078413321288e-06,7.21125189052401e-07,1.32083836332516e-06
"683","15","False","9","1","2",0.000222879772999916,0.0001960374953234,0.000251596408191074
"684","15","False","9","3","2",9.77115762435556e-07,7.49540976127421e-07,1.20313259569522e-06
"685","15","True","9","1","2",0.000236422596763422,0.000207476951818553,0.00026671483150544
"686","15","True","9","3","2",1.2929864977623e-06,9.79692560209006e-07,1.60173162305158e-06
"687","15","False","1","1","3",0.000335945683514739,0.000306799700752785,0.000364676464454996
"688","15","False","1","3","3",1.57547268935316e-06,1.11489808548831e-06,2.00265586017267e-06
"689","15","True","1","1","3",0.000337895383260633,0.000305720290739188,0.000370189973264763
"690","15","True","1","3","3",2.70260006648638e-06,1.86809487949895e-06,3.46846899992461e-06
"691","15","False","2","1","3",9.32273225671889e-06,8.50174527295554e-06,1.0109898062491e-05
"692","15","False","2","3","3",6.22667884068156e-07,4.80354055626544e-07,7.53944582106973e-07
"693","15","True","2","1","3",1.6253137403344e-05,1.47114469401396e-05,1.77129786571474e-05
"694","15","False","3","1","3",0.000963011118452258,0.00082815513189913,0.00110076820767638
"695","15","False","3","3","3",4.12459453575055e-05,3.03967971528783e-05,5.14709898018793e-05
"696","15","True","3","1","3",0.000743041199343346,0.000635226714188521,0.000855140132126823
"697","15","True","3","3","3",2.70595927567007e-05,1.96864603089182e-05,3.41203362654916e-05
"698","15","False","4","1","3",6.19230200901159e-05,5.50884286442093e-05,6.88348008563562e-05
"699","15","False","4","3","3",1.08824656683743e-06,7.78197178987267e-07,1.37310717211711e-06
"700","15","True","4","1","3",4.93546381508868e-05,4.33934778254736e-05,5.50630811496086e-05
"701","15","True","4","3","3",8.41207195014542e-07,5.94502407415973e-07,1.07742222466189e-06
"702","15","False","9","1","3",0.000196300610568193,0.000173529222190838,0.000220339180248724
"703","15","False","9","3","3",2.66899878874773e-06,2.04391670589465e-06,3.27308378947653e-06
"704","15","True","9","1","3",0.000180984691243201,0.00015938263886054,0.00020377150966659
"705","15","True","9","3","3",1.46610156403386e-06,1.11820917123116e-06,1.81592498737657e-06
"706","16","False","1","1","1",0.000861098662897883,0.000775009171635751,0.000945391849920296
"707","16","False","1","3","1",5.18053417434034e-06,3.78754771177165e-06,6.49065129309941e-06
"708","16","True","1","1","1",0.000844020070027094,0.000759153678092065,0.000929386271796367
"709","16","True","1","3","1",4.91883089010436e-06,3.5553742102442e-06,6.25726787473439e-06
"710","16","False","2","1","1",1.22426685169028e-05,1.10339717688363e-05,1.33859009412842e-05
"711","16","False","2","3","1",5.54642956304314e-07,4.36217021652399e-07,6.67104815161044e-07
"712","16","True","2","1","1",1.84850835353368e-05,1.66477167727432e-05,2.02743849041008e-05
"713","16","False","3","1","1",2.7528020820172e-05,2.38251089655482e-05,3.1257215382589e-05
"714","16","False","3","3","1",1.94335612614217e-07,1.46775994674162e-07,2.40877458057574e-07
"715","16","True","3","1","1",2.70684937408112e-05,2.32593148312466e-05,3.08425355800796e-05
"716","16","True","3","3","1",2.42867924421374e-07,1.80890967060113e-07,3.0268015371345e-07
"717","16","False","4","1","1",0.000192349960900097,0.000170608965145644,0.000214179991509158
"718","16","False","4","3","1",2.29619004749458e-06,1.69060374229277e-06,2.871440974073e-06
"719","16","True","4","1","1",0.000184113138488275,0.000162811843114616,0.000204690354620639
"720","16","True","4","3","1",4.01180258587904e-06,2.93345086833825e-06,5.04660771023444e-06
"721","16","False","9","1","1",6.15482495177038e-05,5.42088605428524e-05,6.9156682637261e-05
"722","16","True","9","1","1",6.31503915207326e-05,5.54885221459345e-05,7.10151836788523e-05
"723","16","True","9","3","1",2.07785949197369e-07,1.61507100993558e-07,2.5308332514315e-07
"724","16","False","1","1","2",0.000980581525588568,0.000884360072045123,0.001074509141349
"725","16","False","1","3","2",4.80649666634929e-06,3.4120312607246e-06,6.12892034087173e-06
"726","16","True","1","1","2",0.000935284657514467,0.000844683496192079,0.00102776994500962
"727","16","True","1","3","2",4.64670054621534e-06,3.19217132458444e-06,6.00199354310955e-06
"728","16","False","2","1","2",3.500272330726e-06,3.17651294979912e-06,3.82019609800541e-06
"729","16","False","2","3","2",5.1875109114396e-07,4.00494265045489e-07,6.32312358531432e-07
"730","16","True","2","1","2",1.12649578766536e-05,1.01582852022446e-05,1.23371385879378e-05
"731","16","True","2","3","2",7.99947013738335e-07,6.09792722167006e-07,9.77393914566896e-07
"732","16","False","3","1","2",2.75132014903758e-05,2.35008994648017e-05,3.15217018080696e-05
"733","16","False","3","3","2",3.99434860353811e-07,2.93075325882585e-07,5.02427367690955e-07
"734","16","True","3","1","2",1.55961367695347e-05,1.32709331536152e-05,1.79930674803171e-05
"735","16","True","3","3","2",4.3641832690515e-07,3.17738259611027e-07,5.49918428911602e-07
"736","16","False","4","1","2",0.000138752739151219,0.000123159865291503,0.000155029820343548
"737","16","False","4","3","2",1.31814000272555e-05,9.42294634084282e-06,1.67028527344569e-05
"738","16","True","4","1","2",0.000149216997663047,0.000131589432830701,0.000166942011047989
"739","16","True","4","3","2",1.05843931727469e-05,7.40472450222099e-06,1.35627549014608e-05
"740","16","False","9","1","2",5.71909808378558e-05,5.03032486422446e-05,6.45596734331494e-05
"741","16","False","9","3","2",4.30854194459773e-07,3.30506257190044e-07,5.30515160306555e-07
"742","16","True","9","1","2",5.45815747713737e-05,4.7899054126171e-05,6.15749751408736e-05
"743","16","True","9","3","2",7.35664731485445e-07,5.57411284256848e-07,9.11330061391414e-07
"744","16","False","1","1","3",0.0013478903720323,0.00123095007044175,0.00146316478962618
"745","16","False","1","3","3",7.71609458880049e-06,5.46036700136793e-06,9.80828303171181e-06
"746","16","True","1","1","3",0.00119857081112009,0.00108444043630065,0.00131312506327506
"747","16","True","1","3","3",5.99917816956318e-06,4.14676006218448e-06,7.69923887895352e-06
"748","16","False","2","1","3",2.28327934084047e-06,2.08220710498657e-06,2.47606825428805e-06
"749","16","True","2","1","3",5.40752879772912e-06,4.89459794812914e-06,5.89322786149452e-06
"750","16","True","2","3","3",5.0752834926112e-07,3.86196488709368e-07,6.18651224492689e-07
"751","16","False","3","1","3",1.94141868417326e-05,1.66955065798926e-05,2.21913529800309e-05
"752","16","False","3","3","3",1.17409899908611e-06,8.65269272004299e-07,1.46516311081135e-06
"753","16","True","3","1","3",1.21441529402933e-05,1.03820493072023e-05,1.39762809371921e-05
"754","16","True","3","3","3",9.42227386522767e-07,6.8549154503306e-07,1.18808570238926e-06
"755","16","False","4","1","3",6.4986820408035e-05,5.78140700122848e-05,7.22405792638157e-05
"756","16","False","4","3","3",1.27139050125641e-05,9.09162070085124e-06,1.60419106205877e-05
"757","16","True","4","1","3",6.21721294927704e-05,5.46628447413413e-05,6.9363065757638e-05
"758","16","True","4","3","3",1.05851905372663e-05,7.48082195998433e-06,1.35575629936621e-05
"759","16","False","9","1","3",4.96742694147271e-05,4.39119231951714e-05,5.57572784445974e-05
"760","16","False","9","3","3",4.20192229132295e-07,3.21782805009654e-07,5.15295990179978e-07
"761","16","True","9","1","3",4.89712230517917e-05,4.31260937298522e-05,5.51369288912592e-05
"762","16","True","9","3","3",8.9469787753861e-07,6.82394314751323e-07,1.10817986409134e-06
"763","17","False","1","1","1",0.00484864652045736,0.004374667381889,0.00531775903230218
"764","17","False","1","3","1",1.97023148918392e-05,1.43857348842558e-05,2.47316151879499e-05
"765","17","True","1","1","1",0.00477336456838586,0.00430286518166231,0.00524216581871357
"766","17","True","1","3","1",2.15350248197046e-05,1.5408906612097e-05,2.74651628173258e-05
"767","17","False","2","1","1",0.00166072549537812,0.00150310653346465,0.00181428253051489
"768","17","False","2","3","1",1.07998197013113e-05,8.45845586494728e-06,1.30193563654689e-05
"769","17","True","2","1","1",0.0015016309459594,0.00135587610460595,0.00164628854438065
"770","17","True","2","3","1",1.54666015923124e-05,1.20183040209862e-05,1.87783000092989e-05
"771","17","False","3","1","1",0.000709100930299128,0.000611354394343719,0.000806725686405457
"772","17","False","3","3","1",7.64593989583183e-06,5.80502358049824e-06,9.47766460373098e-06
"773","17","True","3","1","1",0.000688176043139816,0.000593645755869957,0.000784805821563552
"774","17","True","3","3","1",2.83030188515097e-06,2.10889165675431e-06,3.53281705421216e-06
"775","17","False","4","1","1",0.00184744889372325,0.00162853124680155,0.00206520039942453
"776","17","False","4","3","1",2.86137725696882e-05,2.10707991548771e-05,3.59074209269807e-05
"777","17","True","4","1","1",0.00185486897787656,0.00162825977299282,0.00207445209222077
"778","17","True","4","3","1",3.86204109346659e-05,2.81010389429465e-05,4.87528272535291e-05
"779","17","False","9","1","1",0.000306541104440267,0.000269514484387781,0.000344810716024244
"780","17","False","9","3","1",2.54777353590755e-06,1.99077264595671e-06,3.10098430977918e-06
"781","17","True","9","1","1",0.00027818727628732,0.00024333536085493,0.000312869649297293
"782","17","True","9","3","1",1.15303606840013e-06,8.92213714504434e-07,1.41521996049328e-06
"783","17","False","1","1","2",0.00574352456672225,0.00521322022901813,0.00627978009319481
"784","17","False","1","3","2",3.23680699937242e-05,2.28356638261329e-05,4.14262154157323e-05
"785","17","True","1","1","2",0.00543717231130624,0.00492869829854952,0.00597054882475283
"786","17","True","1","3","2",3.28587067833012e-05,2.2615770166648e-05,4.26428611792716e-05
"787","17","False","2","1","2",0.00176413202561243,0.00160349068837309,0.00192649677507044
"788","17","False","2","3","2",1.72287447594919e-05,1.31981870082129e-05,2.09064574213012e-05
"789","17","True","2","1","2",0.00139596834595737,0.001264316587243,0.00152842145439241
"790","17","True","2","3","2",1.69439591998915e-05,1.28374549138732e-05,2.07510591821533e-05
"791","17","False","3","1","2",0.000782800523388764,0.000668796500865011,0.000898847317998229
"792","17","False","3","3","2",2.0609879151215e-05,1.51851291057454e-05,2.59109405507436e-05
"793","17","True","3","1","2",0.000680118420502994,0.000579346807493743,0.000784220467990235
"794","17","True","3","3","2",1.62619645988946e-05,1.17772598394766e-05,2.05295160926634e-05
"795","17","False","4","1","2",0.00167750024733371,0.00147487917642058,0.00187839371244026
"796","17","False","4","3","2",9.92735283479265e-05,7.03766451734627e-05,0.000126568964103624
"797","17","True","4","1","2",0.00164592737413161,0.00143781346711695,0.00184806160658686
"798","17","True","4","3","2",0.000109481291119219,7.61607023354025e-05,0.000140358067876177
"799","17","False","9","1","2",0.000212117386443436,0.00018556839538929,0.000240213319597596
"800","17","False","9","3","2",2.0344946914043e-06,1.55180437949359e-06,2.50279879929637e-06
"801","17","True","9","1","2",0.000190776625886911,0.000166632578943327,0.00021615255025676
"802","17","True","9","3","2",3.30854909330397e-06,2.48811286946181e-06,4.10688194634606e-06
"803","17","False","1","1","3",0.00851983824847291,0.00781933501192964,0.00923071940860789
"804","17","False","1","3","3",7.63617107893467e-05,5.374198263233e-05,9.74629801497886e-05
"805","17","True","1","1","3",0.00707251596096292,0.00645274861696755,0.00770544228445588
"806","17","True","1","3","3",6.16989812138853e-05,4.25246971187894e-05,7.96800328203472e-05
"807","17","False","2","1","3",0.00202104831602372,0.00184583287380307,0.00219047170102149
"808","17","False","2","3","3",3.37353644290382e-05,2.57946232264945e-05,4.08168590828725e-05
"809","17","True","2","1","3",0.00139445862046318,0.00126603996808834,0.00152102951052352
"810","17","True","2","3","3",2.82054724563781e-05,2.14579824509988e-05,3.44341496696282e-05
"811","17","False","3","1","3",0.000580540842035845,0.000499182704792679,0.000665605012244081
"812","17","False","3","3","3",4.20248059620068e-05,3.10372977436327e-05,5.2642229982807e-05
"813","17","True","3","1","3",0.000473652012128123,0.000405838327340603,0.000544649309246778
"814","17","True","3","3","3",2.22828552627561e-05,1.61837044819519e-05,2.80614131828458e-05
"815","17","False","4","1","3",0.000841684815014725,0.000743294047283109,0.000937130584879644
"816","17","False","4","3","3",0.000157327783458399,0.000112433071676909,0.000199214092308692
"817","17","True","4","1","3",0.000774194982724947,0.000680801301274122,0.000866487530357311
"818","17","True","4","3","3",0.000135876036977571,9.5044340373906e-05,0.000174172522571694
"819","17","False","9","1","3",0.000158314392194382,0.000139225660478476,0.000178005217763301
"820","17","False","9","3","3",5.55975378916316e-06,4.25400327324373e-06,6.81770578997939e-06
"821","17","True","9","1","3",0.000130260618720293,0.000114219179688568,0.000147146232087333
"822","17","True","9","3","3",2.19347866426104e-06,1.65784229227577e-06,2.71512866976928e-06
"823","18","False","1","1","1",0.00342804518818922,0.00309293684436256,0.00375971277463091
"824","18","False","1","3","1",1.7529662359246e-05,1.27993627497591e-05,2.20043617322924e-05
"825","18","True","1","1","1",0.00333927526403044,0.00301013070754022,0.00366723186498523
"826","18","True","1","3","1",1.89023177806199e-05,1.35251318200129e-05,2.41074825692577e-05
"827","18","False","2","1","1",0.000612371624203471,0.000554251615821085,0.000668993848211157
"828","18","False","2","3","1",7.29599470112859e-06,5.71424809646519e-06,8.79543896858133e-06
"829","18","True","2","1","1",0.000539748600787201,0.000487358250221922,0.000591744556618561
"830","18","True","2","3","1",3.69503468177983e-06,2.8712222209041e-06,4.48621304331744e-06
"831","18","False","3","1","1",0.000181778542140572,0.000156721146153558,0.000206804719774201
"832","18","False","3","3","1",9.18166286636216e-06,6.97098985521369e-06,1.13812980925146e-05
"833","18","True","3","1","1",0.000199161370437713,0.000171803862503205,0.000227126480946586
"834","18","True","3","3","1",5.46295699061263e-06,4.07051434306488e-06,6.81892900687318e-06
"835","18","False","4","1","1",0.000387146456438014,0.000341270658982704,0.000432777880453428
"836","18","False","4","3","1",8.0635549801154e-06,5.93789396510089e-06,1.01189545046422e-05
"837","18","True","4","1","1",0.000402449757764405,0.000353282500831225,0.000450092568243747
"838","18","True","4","3","1",1.1891185097025e-05,8.65228120059557e-06,1.50109457368469e-05
"839","18","False","9","1","1",0.000199018339499928,0.000174979225875685,0.000223864451295138
"840","18","False","9","3","1",1.43208185678463e-06,1.11899638923057e-06,1.74303693229418e-06
"841","18","True","9","1","1",0.0001770268538535,0.000154848539222776,0.000199097278712859
"842","18","True","9","3","1",1.42718450424352e-06,1.10434844382717e-06,1.75170582522595e-06
"843","18","False","1","1","2",0.00379154904153711,0.00344147220631387,0.00414555451392536
"844","18","False","1","3","2",2.66207578713676e-05,1.87809368203077e-05,3.40705284659587e-05
"845","18","True","1","1","2",0.00356686725336896,0.00323330061220887,0.00391677031153996
"846","18","True","1","3","2",2.39494774697831e-05,1.64837856109173e-05,3.10807801961051e-05
"847","18","False","2","1","2",0.00059327145185705,0.000539248330010964,0.000647874151225833
"848","18","False","2","3","2",7.94795439308311e-06,6.08857986330466e-06,9.64455463384183e-06
"849","18","True","2","1","2",0.000520353721287343,0.000471279913303493,0.000569726236122544
"850","18","True","2","3","2",3.88579353906901e-06,2.94404033755804e-06,4.75888372650037e-06
"851","18","False","3","1","2",0.000144430921295868,0.000123396563866903,0.000165842181199374
"852","18","False","3","3","2",1.41811793052288e-05,1.04485347556698e-05,1.78287165694301e-05
"853","18","True","3","1","2",0.000136885521948095,0.000116603502775432,0.000157837848302699
"854","18","True","3","3","2",7.3597509160309e-06,5.3300877864298e-06,9.29113600941679e-06
"855","18","False","4","1","2",0.000338820554169415,0.00029789526450564,0.000379396902986414
"856","18","False","4","3","2",2.12421652642859e-05,1.50589220751912e-05,2.70827369346222e-05
"857","18","True","4","1","2",0.000336423839061372,0.000293885826351746,0.000377739619792096
"858","18","True","4","3","2",2.7390982025937e-05,1.90545471963798e-05,3.51160026986265e-05
"859","18","False","9","1","2",0.000118504756534085,0.000103672489486819,0.000134201262010875
"860","18","False","9","3","2",3.28469944451916e-06,2.50539409360988e-06,4.04077821413116e-06
"861","18","True","9","1","2",0.000100817443680147,8.80583277159692e-05,0.000114227555186707
"862","18","True","9","3","2",1.70304000947846e-06,1.28072930015381e-06,2.11397324675863e-06
"863","18","False","1","1","3",0.00535994938008156,0.00491925299841865,0.00580717465859669
"864","18","False","1","3","3",4.55434770043437e-05,3.20526704402336e-05,5.8128647843835e-05
"865","18","True","1","1","3",0.00444941127622044,0.0040595076232309,0.00484759341342736
"866","18","True","1","3","3",4.35451500305324e-05,3.00125590343444e-05,5.62355960396137e-05
"867","18","False","2","1","3",0.000577430987374536,0.000527370419795533,0.000625836714099602
"868","18","False","2","3","3",1.05784582237063e-05,8.08846588189932e-06,1.27990150970301e-05
"869","18","True","2","1","3",0.000440178448561814,0.000399641481498582,0.000480132146149013
"870","18","True","2","3","3",8.62567356254628e-06,6.56218583891536e-06,1.05305002393927e-05
"871","18","False","3","1","3",7.06770478954872e-05,6.07722271726968e-05,8.10330538759005e-05
"872","18","False","3","3","3",1.10583494172136e-05,8.16711167507786e-06,1.38522037145749e-05
"873","18","True","3","1","3",6.22339444300036e-05,5.33237889095016e-05,7.15624001958953e-05
"874","18","True","3","3","3",5.82713760040053e-06,4.23216287987e-06,7.33827482833594e-06
"875","18","False","4","1","3",0.000144330612579881,0.000127458739016782,0.000160697483155443
"876","18","False","4","3","3",1.31928102512116e-05,9.42813880668796e-06,1.67052103666794e-05
"877","18","True","4","1","3",0.000143762018874351,0.000126419534752042,0.000160900030965292
"878","18","True","4","3","3",1.29786264393089e-05,9.07845869163134e-06,1.66366355446712e-05
"879","18","False","9","1","3",0.000100795008440091,8.86416669292764e-05,0.000113331688787981
"880","18","False","9","3","3",6.83190084261574e-07,5.22737690356221e-07,8.37768931819501e-07
"881","18","True","9","1","3",8.4687645952325e-05,7.4258463881559e-05,9.56656595727452e-05
"882","18","True","9","3","3",3.55965914719179e-06,2.69040842587314e-06,4.40621227031762e-06
"883","19","False","1","1","1",0.00173850314441144,0.00156855587782687,0.00190670546097215
"884","19","False","1","3","1",6.30878918625673e-06,4.60639113588327e-06,7.91919869888121e-06
"885","19","True","1","1","1",0.00173835161182701,0.0015670063572258,0.00190907844349017
"886","19","True","1","3","1",5.94628658827735e-06,4.25473272005208e-06,7.5837260775332e-06
"887","19","False","2","1","1",0.000123969150071476,0.000112203274977765,0.000135431812134762
"888","19","False","2","3","1",2.29801988790038e-06,1.79981706511419e-06,2.77029993860705e-06
"889","19","True","2","1","1",0.00013321064854793,0.00012028064267802,0.000146043317290494
"890","19","True","2","3","1",3.09332031846247e-06,2.40366080419724e-06,3.75566000185978e-06
"891","19","False","3","1","1",9.58553168616822e-05,8.26420706568223e-05,0.000109052101029162
"892","19","False","3","3","1",2.85088998252704e-06,2.16447994614731e-06,3.53387280630567e-06
"893","19","True","3","1","1",0.00010579710247343,9.12644395177392e-05,0.000120652531795319
"894","19","True","3","3","1",2.37176135627176e-06,1.76722764532484e-06,2.96046121861354e-06
"895","19","False","4","1","1",0.000194082939598156,0.000171084641464535,0.00021695872927332
"896","19","False","4","3","1",2.90804965890181e-06,2.14144884760985e-06,3.64931128617997e-06
"897","19","True","4","1","1",0.00017055055664783,0.000149714407844109,0.000190740674024607
"898","19","True","4","3","1",3.60401828711462e-06,2.62236096888324e-06,4.54956528731661e-06
"899","19","False","9","1","1",7.57897313543905e-05,6.66352083684337e-05,8.52515736292873e-05
"900","19","False","9","3","1",3.41368349582384e-07,2.66737511386357e-07,4.15491361767798e-07
"901","19","True","9","1","1",8.39092211891529e-05,7.33968889218003e-05,9.43704146236534e-05
"902","19","True","9","3","1",2.25769300106319e-07,1.74699188854015e-07,2.77106006250433e-07
"903","19","False","1","1","2",0.00186273174879589,0.00169074419744301,0.0020366493812572
"904","19","False","1","3","2",6.71860168447717e-06,4.73997150519501e-06,8.59879012643067e-06
"905","19","True","1","1","2",0.00180074146345598,0.0016323395469015,0.00197739085920891
"906","19","True","1","3","2",8.54196055192362e-06,5.87920327750252e-06,1.10854526447647e-05
"907","19","False","2","1","2",9.14132395884196e-05,8.30891771964532e-05,9.9826605213799e-05
"908","19","False","2","3","2",7.03214071815995e-06,5.38701510539301e-06,8.5332479270617e-06
"909","19","True","2","1","2",0.000100232475336514,9.07796953386293e-05,0.000109742793362641
"910","19","True","2","3","2",3.84622334009682e-06,2.91406029338739e-06,4.71042258875596e-06
"911","19","False","3","1","2",7.1524141088472e-05,6.11076434648588e-05,8.21272859031698e-05
"912","19","False","3","3","2",1.15260121499043e-05,8.49223720753206e-06,1.4490614593716e-05
"913","19","True","3","1","2",7.5230968242585e-05,6.40841652895841e-05,8.67461655852898e-05
"914","19","True","3","3","2",4.88446542830394e-06,3.53743351095391e-06,6.16627290046124e-06
"915","19","False","4","1","2",0.000117748842448045,0.000103526253453781,0.000131850165538322
"916","19","False","4","3","2",1.45431714196436e-05,1.03098946086616e-05,1.85418426442397e-05
"917","19","True","4","1","2",0.000125094652681484,0.000109277468202174,0.000140457366736451
"918","19","True","4","3","2",1.62286324233505e-05,1.12894543959985e-05,2.08055592688776e-05
"919","19","False","9","1","2",5.60689360748671e-05,4.9051247863514e-05,6.34955271073019e-05
"920","19","False","9","3","2",3.33905617291546e-07,2.54685451596276e-07,4.10764688434137e-07
"921","19","True","9","1","2",4.68650063592186e-05,4.09339290677108e-05,5.30986990426659e-05
"922","19","True","9","3","2",5.55176038332185e-07,4.17506467891551e-07,6.89136653128363e-07
"923","19","False","1","1","3",0.0028640403401254,0.0026285582254024,0.00310301111166871
"924","19","False","1","3","3",1.23599186800602e-05,8.69868587508751e-06,1.57753735021842e-05
"925","19","True","1","1","3",0.00239364829091168,0.00218389195357632,0.00260785820162295
"926","19","True","1","3","3",1.6524795338754e-05,1.13893601305098e-05,2.13406479172968e-05
"927","19","False","2","1","3",5.63862570921705e-05,5.14978321627707e-05,6.11130864649117e-05
"928","19","False","2","3","3",4.49584474507516e-06,3.43759799980721e-06,5.43958141623779e-06
"929","19","True","2","1","3",4.66944702605854e-05,4.23942774429387e-05,5.09327894011098e-05
"930","19","True","2","3","3",1.08821113590565e-06,8.27882443499526e-07,1.32852322129629e-06
"931","19","False","3","1","3",3.15962753134953e-05,2.7168311047771e-05,3.62259425937303e-05
"932","19","False","3","3","3",9.17296625283136e-06,6.77466744376674e-06,1.14904849184226e-05
"933","19","True","3","1","3",2.42409638985615e-05,2.07703376947864e-05,2.78745237109987e-05
"934","19","True","3","3","3",3.2331694594059e-06,2.34820261829522e-06,4.07161932439558e-06
"935","19","False","4","1","3",4.63589927606577e-05,4.09397469721903e-05,5.16160315895283e-05
"936","19","False","4","3","3",7.55886993040951e-06,5.40188735899203e-06,9.57131270119351e-06
"937","19","True","4","1","3",4.69445832526069e-05,4.12815041162579e-05,5.25408933328829e-05
"938","19","True","4","3","3",9.13143677482654e-06,6.38737634858074e-06,1.17051204403173e-05
"939","19","False","9","1","3",3.37193022534357e-05,2.96536029481378e-05,3.79132412237021e-05
"940","19","False","9","3","3",6.12515247958653e-07,4.6866137756075e-07,7.51103180251967e-07
"941","19","True","9","1","3",2.63513218038643e-05,2.31061881151495e-05,2.9767229359516e-05
"942","19","True","9","3","3",1.1536635189193e-06,8.71944735037777e-07,1.42802615157415e-06
"943","20","False","1","1","1",0.00140880161019057,0.00127108429654551,0.00154510489797596
"944","20","False","1","3","1",5.06727345334632e-06,3.69989277331373e-06,6.36076815279122e-06
"945","20","True","1","1","1",0.00143524103908058,0.00129377268504781,0.00157619880252041
"946","20","True","1","3","1",6.08246109029897e-06,4.35216934722884e-06,7.75739919381259e-06
"947","20","False","2","1","1",0.000148832231876124,0.000134706609096883,0.000162593829637639
"948","20","False","2","3","1",2.53393827943388e-06,1.98458915925138e-06,3.05470335435759e-06
"949","20","True","2","1","1",0.000186511272911641,0.000168407676240957,0.000204478585646163
"950","20","True","2","3","1",2.61025385777107e-06,2.02829459641849e-06,3.16915967280223e-06
"951","20","False","3","1","1",9.21061688891136e-05,7.94097267264487e-05,0.000104786792887019
"952","20","False","3","3","1",9.31236269364134e-07,7.0702210275299e-07,1.15433094532621e-06
"953","20","True","3","1","1",9.7795321047151e-05,8.43618109963558e-05,0.000111527185586563
"954","20","True","3","3","1",8.38022345882689e-07,6.24420434681444e-07,1.04602963057678e-06
"955","20","False","4","1","1",0.000309801198648055,0.000273090602943904,0.000346316242556913
"956","20","False","4","3","1",5.86636190450069e-06,4.31991039135122e-06,7.36169708841737e-06
"957","20","True","4","1","1",0.000317118165889952,0.000278375863180907,0.00035465925116971
"958","20","True","4","3","1",1.35583029611222e-05,9.86531189829396e-06,1.71154471461431e-05
"959","20","False","9","1","1",0.000117452392664955,0.000103265502050721,0.000132115540222618
"960","20","False","9","3","1",1.21560436680556e-06,9.49845772253857e-07,1.47955460531948e-06
"961","20","True","9","1","1",0.000115101258034241,0.000100681118606196,0.000129451248509498
"962","20","True","9","3","1",2.98338003711922e-07,2.30852499557091e-07,3.66175793973786e-07
"963","20","False","1","1","2",0.00152783034659915,0.0013867645166083,0.00167047924752373
"964","20","False","1","3","2",5.69781966059251e-06,4.01981008865986e-06,7.29234411274645e-06
"965","20","True","1","1","2",0.00145254619315983,0.00131670683599716,0.00159503827907674
"966","20","True","1","3","2",8.6841291047989e-06,5.9770540948812e-06,1.12699539370493e-05
"967","20","False","2","1","2",0.000137048898613585,0.000124569266692147,0.000149662416062296
"968","20","False","2","3","2",2.98457135131207e-06,2.28634943426564e-06,3.62166917834595e-06
"969","20","True","2","1","2",0.000154597789500864,0.000140017895236009,0.000169266429972459
"970","20","True","2","3","2",3.1735299575696e-06,2.4043995424863e-06,3.88658324710111e-06
"971","20","False","3","1","2",8.644786491178e-05,7.38579342154277e-05,9.92633872883049e-05
"972","20","False","3","3","2",5.58421974787443e-06,4.11439083190002e-06,7.0205353873185e-06
"973","20","True","3","1","2",7.8193095050674e-05,6.66074004467628e-05,9.01616891201001e-05
"974","20","True","3","3","2",3.64315015404324e-06,2.63844664877163e-06,4.59920505056959e-06
"975","20","False","4","1","2",0.000226949663071947,0.00019953697931938,0.000254128618360778
"976","20","False","4","3","2",1.65356587192852e-05,1.1722401789912e-05,2.1082167922308e-05
"977","20","True","4","1","2",0.000219024799830189,0.0001913309249107,0.000245922954936029
"978","20","True","4","3","2",2.21149283982908e-05,1.53842584581586e-05,2.83519548360459e-05
"979","20","False","9","1","2",8.61472337826293e-05,7.53648920925749e-05,9.75578350650375e-05
"980","20","False","9","3","2",5.82393518531766e-07,4.44218810923737e-07,7.16450037966518e-07
