age_recoded,race_recoded,male,education_recoded,STATEFIP,mrp_subgroup_estimate,mrp_subgroup_estimate_se
1,1,False,1,1,0.6794567804219923,0.0808536927992405
1,1,False,1,2,0.732036323989307,0.08219220159857832
1,1,False,1,4,0.5791284631860282,0.0778759970482417
1,1,False,1,5,0.6200406925333661,0.12113436635806973
1,1,False,1,6,0.38843814035934043,0.07278559668599802
1,1,False,1,8,0.5291763815424038,0.09502524652918733
1,1,False,1,9,0.39752018548876067,0.08059977307078982
1,1,False,1,10,0.4934331869758083,0.09243014533784895
1,1,False,1,11,0.20290749860369078,0.12835946074531415
1,1,False,1,12,0.5614842190331442,0.07608801184634673
1,1,False,1,13,0.5656389840654096,0.07464459030861786
1,1,False,1,15,0.4121259475698618,0.08729228357836226
1,1,False,1,16,0.7253482046978803,0.08323392134211528
1,1,False,1,17,0.41413747383984006,0.0775830446615183
1,1,False,1,18,0.5768059036903173,0.07694120608072566
1,1,False,1,19,0.5419399008035855,0.07924113135675273
1,1,False,1,20,0.6879805613884816,0.08649004985254821
1,1,False,1,21,0.5545074652082209,0.08319189572537763
1,1,False,1,22,0.5945819922432175,0.07723512627670008
1,1,False,1,23,0.527659626318431,0.10027892747260778
1,1,False,1,24,0.3408890775364161,0.0831109190857956
1,1,False,1,25,0.3286775261266111,0.08632057138949228
1,1,False,1,26,0.5465422073600773,0.09386481533287248
1,1,False,1,27,0.45012707541588803,0.09242342690406212
1,1,False,1,28,0.6017859801117462,0.12227573579347474
1,1,False,1,29,0.5801050771947569,0.11669752528183204
1,1,False,1,30,0.6482250843511169,0.09164691691762236
1,1,False,1,31,0.687091544962154,0.0862816538174268
1,1,False,1,32,0.5506018823238409,0.08301682455120725
1,1,False,1,33,0.5358266324396697,0.08333295492658964
1,1,False,1,34,0.44568631017985355,0.08166997124310255
1,1,False,1,35,0.4367536112834184,0.08398741961529699
1,1,False,1,36,0.39372226334394744,0.07550874421781732
1,1,False,1,37,0.5435777788604425,0.07956295147692885
1,1,False,1,39,0.576610103638431,0.0738420592866565
1,1,False,1,40,0.6684787447704656,0.08734228391898728
1,1,False,1,41,0.42846816128516524,0.08516941275895121
1,1,False,1,42,0.44266605670935616,0.08755626660421625
1,1,False,1,44,0.4387687516911345,0.09562778006062525
1,1,False,1,45,0.6541039739825771,0.0885488112876313
1,1,False,1,46,0.6779356094189437,0.08636690424620586
1,1,False,1,47,0.6843350000017665,0.0838111774642021
1,1,False,1,48,0.6408453130380406,0.07091510996810022
1,1,False,1,50,0.3840732213189084,0.08128700826091381
1,1,False,1,51,0.5549399506224104,0.09079251928044337
1,1,False,1,53,0.4490782681857869,0.08307469908487845
1,1,False,1,54,0.5887718915635308,0.0813283732164566
1,1,False,1,55,0.5414711751059607,0.07821970792839933
1,1,False,1,56,0.7611067429874403,0.08785026575728051
1,1,False,3,1,0.5661706806796736,0.0823603709251239
1,1,False,3,2,0.6282204625501272,0.08994564087260262
1,1,False,3,4,0.45711557755582893,0.06916963159601086
1,1,False,3,5,0.504915742707617,0.12227590414723435
1,1,False,3,6,0.2781885195304953,0.049909758670878726
1,1,False,3,8,0.40838159599856966,0.08221028109704712
1,1,False,3,9,0.2865863214245888,0.05954130721423112
1,1,False,3,10,0.3739920357175939,0.07893855047679185
1,1,False,3,11,0.1370214129482607,0.09373057672531401
1,1,False,3,12,0.4389207105605536,0.06276998725069963
1,1,False,3,13,0.4431089697391634,0.06404915366889323
1,1,False,3,15,0.2995046962123533,0.06564423662926717
1,1,False,3,16,0.6201864297783514,0.09103810150909769
1,1,False,3,17,0.3007362670932172,0.05699345369141867
1,1,False,3,18,0.45461161965054586,0.06701778566733294
1,1,False,3,19,0.4197354667869509,0.06785469915909079
1,1,False,3,20,0.5766194663159141,0.0889896091597042
1,1,False,3,21,0.4325397178974197,0.07309200324966104
1,1,False,3,22,0.4730974847859255,0.06994889994617579
1,1,False,3,23,0.40736701258370106,0.08681163675935198
1,1,False,3,24,0.23918017710235007,0.058366186197095174
1,1,False,3,25,0.22953423651784446,0.061641058022124065
1,1,False,3,26,0.4254766246912188,0.08158796970155177
1,1,False,3,27,0.3338667032050063,0.07523786885355856
1,1,False,3,28,0.48556618216557595,0.12194511858763578
1,1,False,3,29,0.46210106921948557,0.11316797265405126
1,1,False,3,30,0.5321649245810414,0.09158225339968136
1,1,False,3,31,0.57547686873256,0.09030865793380799
1,1,False,3,32,0.4285573285673413,0.0710288215467229
1,1,False,3,33,0.4139504443099756,0.07023703965205733
1,1,False,3,34,0.32905107999644584,0.06314183982709519
1,1,False,3,35,0.3212928462547672,0.06577878055815672
1,1,False,3,36,0.2827919369388688,0.05254624316355255
1,1,False,3,37,0.4212701049988537,0.06622314342981062
1,1,False,3,39,0.4541661076976157,0.06255899489015039
1,1,False,3,40,0.5543860846485343,0.08902418854541133
1,1,False,3,41,0.31403469324731803,0.06740961835275001
1,1,False,3,42,0.3268758978511464,0.07002791171956263
1,1,False,3,44,0.32378102173744344,0.07555510200771974
1,1,False,3,45,0.5384046044616203,0.08749359394551956
1,1,False,3,46,0.5649636485339828,0.08987549299271493
1,1,False,3,47,0.5721593097704415,0.08598435934370176
1,1,False,3,48,0.5220963460805126,0.06534704780468405
1,1,False,3,50,0.2751190900824794,0.05897107416989299
1,1,False,3,51,0.43353650254060183,0.0782979614389859
1,1,False,3,53,0.3323624792511058,0.06727927095946011
1,1,False,3,54,0.46743009719881584,0.07526788119082867
1,1,False,3,55,0.41907498791554854,0.0638166961148766
1,1,False,3,56,0.6643846347387489,0.10183592376566791
